rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
7,282894,2025-12-13T00:00:00.000Z,Wizards vs Cavaliers,Under 245.5,-115,2,82,"With total_score_last 245.5 and such a large spread favoring Cleveland, blowout risk increases the chance of a slower pace and bench-heavy fourth quarter, similar to past profitable unders around the mid-240s in your results.",129-111,0,0,0,0,0,1,750,-1200,N/A,245.5,-115,-105,15.5,-105,-15.5,-115,2025-12-12T23:48:00.000Z
8,282896,2025-12-13T00:00:00.000Z,Hornets vs Bulls,Bulls -2.5,-115,1,79,"Chicago is a small road favorite (away_spread_last -2.5, away_money_line_last -142) against a Hornets team with worse overall form, matching some of your past modest-edge wins backing short favorites when the matchup gap is clear.",115-111,0,0,1,0,0,0,120,-142,N/A,229.5,-110,-110,2.5,-105,-2.5,-115,2025-12-12T23:48:00.000Z
9,282896,2025-12-13T00:00:00.000Z,Hornets vs Bulls,Under 229.5,-110,1,78,"The total of 229.5 is slightly below recent high-scoring lines, and your historical sheet has seen decent results with unders in the high-220s when neither side is an elite offense.",115-111,0,0,0,0,0,1,120,-142,N/A,229.5,-110,-110,2.5,-105,-2.5,-115,2025-12-12T23:48:00.000Z
10,282897,2025-12-13T00:00:00.000Z,76ers vs Pacers,Under 220.5,-114,1,77,"At 220.5 this total is lower than many recent high-scoring marks, and your history has produced wins backing unders around this number when at least one team leans heavily on defense.",118-109,0,0,0,0,0,1,-230,190,N/A,220.5,-114,-114,-5.5,-115,5.5,-105,2025-12-12T23:48:00.000Z
5,261733,2025-11-06T00:00:00.000Z,Pacers vs Nets,Under 232.5,-110,2,81,Over drew ~75% tickets with under available at -110; siding with the contrarian total.,114-108,0,0,0,0,0,1,-262,212,,232.5,-114,-110,-6.5,-110,6.5,-110,2025-11-06T01:59:00.000Z
6,261741,2025-11-06T03:00:00.000Z,Trail Blazers vs Thunder,Under 231.5,-110,2,80,Over interest was extreme (low 90s% tickets) while the under holds standard -110.,112-111,0,0,0,0,0,1,145,-172,,231.5,-108,-110,3.5,-105,-3.5,-115,2025-11-06T01:59:00.000Z
7,261732,2025-11-06T00:00:00.000Z,Pistons vs Jazz,Pistons -9.5,-110,1,79,Dog spread took more tickets/money; favorite -9.5 at -110 with improving number from -10.5.,121-110,1,0,0,0,0,0,-452,350,,233.0,-110,-110,-9.5,-110,9.5,-110,2025-11-06T01:59:00.000Z
8,261742,2025-11-06T03:00:00.000Z,Lakers vs Spurs,Lakers -1.5,105,1,78,Near pick’em MLs but home -1.5 available at plus odds 105.,114-111,1,0,0,0,0,0,-117,-102,,227.5,-115,-114,-1.5,105,1.5,-122,2025-11-06T01:59:00.000Z
1,261564,2025-11-08T01:00:00.000Z,Timberwolves vs Jazz,Timberwolves -14.5,-105,2,86,Home favorite remains -14.5 at -105 while the dog takes interest; laying points with the superior side at current price.,124-105,1,0,0,0,0,0,-1050,675,,229.5,-115,-105,-14.5,-105,14.5,-115,2025-11-06T17:41:00.000Z
2,261568,2025-11-08T03:00:00.000Z,Nuggets vs Warriors,Under 235.5,-105,2,85,"Market leans over at -115, making the -105 under a favorable contrarian position at this total.",118-112,0,0,0,0,0,1,-207,171,,235.5,-115,-105,-5.5,-110,5.5,-110,2025-11-06T17:41:00.000Z
3,261743,2025-11-07T02:00:00.000Z,Suns vs Clippers,Under 224.5,-110,2,84,"Over interest is heavy yet the book holds 224.5 with symmetrical pricing, supporting the under.",112-108,0,0,0,0,0,1,-155,130,,224.5,-110,-110,-3.5,-105,3.5,-115,2025-11-06T17:41:00.000Z
4,261565,2025-11-08T01:00:00.000Z,Heat vs Hornets,Under 238.5,-109,2,83,Elevated total with majority over exposure and a shaded -109 under offers value.,122-109,0,0,0,0,0,1,-265,215,,238.5,-115,-109,-6.5,-110,6.5,-110,2025-11-06T17:41:00.000Z
5,261563,2025-11-08T00:30:00.000Z,Nets vs Pistons,Pistons -8.5,-110,2,82,Away favorite -8.5 at -110 against a home dog drawing attention fits the spread profile.,104-116,0,0,1,0,0,0,275,-345,,228.5,-105,-115,8.5,-110,-8.5,-110,2025-11-06T17:41:00.000Z
6,261567,2025-11-08T01:00:00.000Z,Bucks vs Bulls,Under 242.5,-109,2,81,Public leans over while -109 under at this high total presents a better side.,121-112,0,0,0,0,0,1,-192,160,,242.5,-105,-109,-4.5,-110,4.5,-110,2025-11-06T17:41:00.000Z
7,261562,2025-11-08T00:30:00.000Z,Hawks vs Raptors,Under 234.5,-115,2,80,"Totals market tilted over yet the book prices the under -115, indicating value on the under.",116-112,0,0,0,0,0,1,102,-122,,234.5,-105,-115,1.5,-110,-1.5,-110,2025-11-06T17:41:00.000Z
8,261561,2025-11-08T00:30:00.000Z,Spurs vs Rockets,Rockets -2.0,-110,1,79,Road favorite -2.0 at standard juice with home interest on the dog creates an away spread edge.,112-116,0,0,1,0,0,0,110,-130,,226.5,-110,-110,2.0,-110,-2.0,-110,2025-11-06T17:41:00.000Z
1,261564,2025-11-08T01:00:00.000Z,Timberwolves vs Jazz,Timberwolves -12.5,-115,2,86,"Home is favored with home_spread_last -12.5 and home_spread_odds_last -115, matching the moneyline edge at home_money_line_last -774.",125-108,1,0,0,0,0,0,-774,500,,230.5,-115,-105,-12.5,-115,12.5,-105,2025-11-07T15:15:00.000Z
2,261559,2025-11-08T00:00:00.000Z,Wizards vs Cavaliers,Cavaliers -13.5,-110,2,85,Away favorite aligns with away_spread_last -13.5 at -110 and away_money_line_last -750 against a big home dog.,109-125,0,0,1,0,0,0,540,-750,,236.5,-111,-110,13.5,-110,-13.5,-110,2025-11-07T15:15:00.000Z
3,261563,2025-11-08T00:30:00.000Z,Nets vs Pistons,Pistons -10.5,-110,2,84,Away_spread_last is -10.5 at -110 and away_money_line_last -410 supports laying points.,104-116,0,0,1,0,0,0,321,-410,,227.5,-115,-115,10.5,-110,-10.5,-110,2025-11-07T15:15:00.000Z
4,261568,2025-11-08T03:00:00.000Z,Nuggets vs Warriors,Under 229.5,-110,2,83,"Total_score_last is 229.5 with symmetrical -110/-110, making the under a value lean at this number.",118-110,0,0,0,0,0,1,-322,260,,229.5,-110,-110,-7.5,-110,7.5,-110,2025-11-07T15:15:00.000Z
5,261565,2025-11-08T01:00:00.000Z,Heat vs Hornets,Under 242.5,-110,2,82,Elevated total_score_last 242.5 with under_odds_last -110 offers downside value.,121-110,0,0,0,0,0,1,-217,181,,242.5,-105,-110,-5.5,-115,5.5,-105,2025-11-07T15:15:00.000Z
6,261567,2025-11-08T01:00:00.000Z,Bucks vs Bulls,Under 241.5,-105,2,81,High total_score_last 241.5 priced -105 to the under presents reduced juice.,120-112,0,0,0,0,0,1,-166,142,,241.5,-115,-105,-3.5,-115,3.5,-105,2025-11-07T15:15:00.000Z
7,261562,2025-11-08T00:30:00.000Z,Hawks vs Raptors,Raptors -1.5,105,1,79,Away_spread_last is -1.5 with away_spread_odds_last 105 and away_money_line_last -115 indicating slight road favoritism.,112-115,0,0,1,0,0,0,-105,-115,,234.5,-105,-110,1.5,-118,-1.5,105,2025-11-07T15:15:00.000Z
8,261561,2025-11-08T00:30:00.000Z,Spurs vs Rockets,Rockets -2.5,-115,1,78,Away_spread_last -2.5 at -115 matches away_money_line_last -134 for the road favorite.,110-114,0,0,1,0,0,0,114,-134,,223.5,-115,-110,2.5,-105,-2.5,-115,2025-11-07T15:15:00.000Z
1,261751,2025-11-09T03:30:00.000Z,Clippers vs Suns,Clippers -5.5,-105,2,87,Home_spread_last -5.5 at -105 with home_money_line_last -202 confirms the home favorite at reduced juice.,116-108,1,0,0,0,0,0,-202,168,,227.5,-110,-110,-5.5,-105,5.5,-115,2025-11-08T15:23:00.000Z
2,261750,2025-11-09T02:00:00.000Z,Nuggets vs Pacers,Nuggets -12.0,-110,2,86,Home_spread_last -12.0 and home_money_line_last -600 indicate a strong home edge to lay double digits.,126-108,1,0,0,0,0,0,-600,440,,235.5,-110,-110,-12.0,-110,12.0,-110,2025-11-08T15:23:00.000Z
3,261746,2025-11-09T01:00:00.000Z,Cavaliers vs Bulls,Under 240.0,-110,2,85,Total_score_last 240.0 with even -110/-110 pricing favors an under lean at a high threshold.,119-112,0,0,0,0,0,1,-345,280,,240.0,-110,-110,-8.5,-110,8.5,-110,2025-11-08T15:23:00.000Z
4,261745,2025-11-09T00:30:00.000Z,76ers vs Raptors,76ers -5.5,-108,2,84,Home_spread_last -5.5 at -108 aligns with home_money_line_last -191 for the favorite.,121-112,1,0,0,0,0,0,-191,165,,236.5,-111,-110,-5.5,-108,5.5,-112,2025-11-08T15:23:00.000Z
5,261744,2025-11-09T00:00:00.000Z,Wizards vs Mavericks,Mavericks -4.5,-109,2,83,Away_spread_last -4.5 at -109 and away_money_line_last -185 back the road favorite.,112-120,0,0,1,0,0,0,154,-185,,229.5,-115,-114,4.5,-112,-4.5,-109,2025-11-08T15:23:00.000Z
6,261748,2025-11-09T01:00:00.000Z,Heat vs Trail Blazers,Under 241.5,-110,2,82,Total_score_last 241.5 with under_odds_last -110 supports a position against an elevated total.,119-112,0,0,0,0,0,1,137,-162,,241.5,-105,-110,3.5,-110,-3.5,-110,2025-11-08T15:23:00.000Z
7,261747,2025-11-09T01:00:00.000Z,Spurs vs Pelicans,Under 224.5,-110,2,81,Symmetric -110 with total_score_last 224.5 keeps value on the under at this number.,118-104,0,0,0,0,0,1,-575,405,,224.5,-110,-110,-10.5,-112,10.5,-108,2025-11-08T15:23:00.000Z
1,261753,2025-11-09T23:00:00.000Z,Knicks vs Nets,Knicks -15.5,-110,2,86,Home_spread_last -15.5 with -110 and home_money_line_last -950 indicate strong home chalk.,125-102,1,0,0,0,0,0,-950,625,,229.5,-109,-112,-15.5,-110,15.5,-110,2025-11-08T23:10:00.000Z
2,261751,2025-11-09T03:30:00.000Z,Clippers vs Suns,Clippers -5.5,-105,2,85,Home -5.5 at -105 aligns with home_money_line_last -205.,116-108,1,0,0,0,0,0,-205,170,,227.5,-115,-110,-5.5,-105,5.5,-115,2025-11-08T23:10:00.000Z
3,261750,2025-11-09T02:00:00.000Z,Nuggets vs Pacers,Nuggets -10.5,-110,2,85,Home_spread_last -10.5 and -110 juice match home_money_line_last -524.,126-108,1,0,0,0,0,0,-524,380,,236.5,-110,-110,-10.5,-110,10.5,-110,2025-11-08T23:10:00.000Z
4,261754,2025-11-09T23:00:00.000Z,Grizzlies vs Thunder,Thunder -10.5,-110,2,84,Road favorite with away_spread_last -10.5 at -110 and away_money_line_last -520.,105-120,0,0,1,0,0,0,390,-520,,233.5,-110,-110,10.5,-110,-10.5,-110,2025-11-08T23:10:00.000Z
5,261745,2025-11-09T00:30:00.000Z,76ers vs Raptors,76ers -5.5,-105,2,83,Home_spread_last -5.5 at -105 with home_money_line_last -199.,121-112,1,0,0,0,0,0,-199,170,,236.5,-112,-108,-5.5,-105,5.5,-115,2025-11-08T23:10:00.000Z
6,261744,2025-11-09T00:00:00.000Z,Wizards vs Mavericks,Mavericks -4.5,-109,2,82,Away_spread_last -4.5 at -109 matches away_money_line_last -168.,110-118,0,0,1,0,0,0,141,-168,,232.5,-112,-105,4.5,-109,-4.5,-114,2025-11-08T23:10:00.000Z
7,261746,2025-11-09T01:00:00.000Z,Cavaliers vs Bulls,Cavaliers -8.5,-105,2,82,Home_spread_last -8.5 at -105 with home_money_line_last -347.,121-109,1,0,0,0,0,0,-347,280,,239.5,-105,-110,-8.5,-105,8.5,-115,2025-11-08T23:10:00.000Z
8,261748,2025-11-09T01:00:00.000Z,Heat vs Trail Blazers,Under 241.5,-110,2,81,Total_score_last 241.5 with under_odds_last -110 favors a position under a lofty number.,119-112,0,0,0,0,0,1,140,-167,,241.5,-110,-110,3.5,-105,-3.5,-115,2025-11-08T23:10:00.000Z
1,261753,2025-11-09T23:00:00.000Z,Knicks vs Nets,Knicks -15.5,-110,2,87,Home_spread_last -15.5 at -110 with home_money_line_last -1200 confirms heavy home chalk.,124-101,1,0,0,0,0,0,-1200,750,,228.0,-110,-110,-15.5,-110,15.5,-110,2025-11-09T15:24:00.000Z
2,261757,2025-11-10T01:30:00.000Z,Warriors vs Pacers,Warriors -12.5,-110,2,86,Home_spread_last -12.5 at -110 aligns with home favoritism at home_money_line_last -724.,121-106,1,0,0,0,0,0,-724,482,,229.5,-105,-115,-12.5,-110,12.5,-110,2025-11-09T15:24:00.000Z
3,261758,2025-11-10T02:00:00.000Z,Kings vs Timberwolves,Under 235.5,-110,2,85,Total_score_last 235.5 with symmetric -110 pricing favors the under at a high number.,116-112,0,0,0,0,0,1,-219,180,,235.5,-115,-110,5.5,-115,-5.5,-105,2025-11-09T15:24:00.000Z
4,261756,2025-11-10T00:30:00.000Z,76ers vs Pistons,Under 232.0,-110,2,84,Total_score_last 232.0 and under_odds_last -110 provide value against modest over interest.,118-106,0,0,0,0,0,1,141,-166,,232.0,-110,-110,4.5,-115,-4.5,-105,2025-11-09T15:24:00.000Z
5,261755,2025-11-09T23:00:00.000Z,Magic vs Celtics,Magic -3.5,-110,2,83,Home_spread_last -3.5 at -110 alongside home_money_line_last -162 supports the home side.,117-111,1,0,0,0,0,0,-162,136,,227.5,-110,-110,-3.5,-110,3.5,-110,2025-11-09T15:24:00.000Z
6,261754,2025-11-09T23:00:00.000Z,Grizzlies vs Thunder,Under 232.5,-110,2,81,Total_score_last 232.5 with balanced -110 odds supports an under lean.,109-116,0,0,0,0,0,1,390,-522,,232.5,-110,-110,10.5,-105,-10.5,-115,2025-11-09T15:24:00.000Z
1,261765,2025-11-11T02:00:00.000Z,Suns vs Pelicans,Suns -8.5,-110,2,86,Home −8.5 at −110 with home ML −347 confirms strong home chalk.,119-106,1,0,0,0,0,0,-347,285,,225.5,-115,-105,-8.5,-110,8.5,-110,2025-11-10T18:16:00.000Z
2,261759,2025-11-11T00:00:00.000Z,Hornets vs Lakers,Lakers -8.5,-110,2,85,Away −8.5 at −110 aligns with away ML −325 vs home +270.,111-121,0,0,1,0,0,0,270,-325,,232.5,-110,-110,8.5,-110,-8.5,-110,2025-11-10T18:16:00.000Z
3,261766,2025-11-11T02:00:00.000Z,Jazz vs Timberwolves,Timberwolves -7.5,-110,2,84,Away −7.5 at −110 with away ML −305 indicates clear road favorite.,108-116,0,0,1,0,0,0,247,-305,,234.5,-110,-110,7.5,-110,-7.5,-110,2025-11-10T18:16:00.000Z
4,261767,2025-11-11T03:30:00.000Z,Clippers vs Hawks,Clippers -4.5,-118,2,83,Home −4.5 at −118 and home ML −183 support laying points.,115-108,1,0,0,0,0,0,-183,154,,220.5,-110,-110,-4.5,-118,4.5,-102,2025-11-10T18:16:00.000Z
5,261763,2025-11-11T01:00:00.000Z,Bulls vs Spurs,Under 237.0,-110,2,81,Total 237.0 with even −110/−110 supports an under lean.,118-112,0,0,0,0,0,1,147,-177,,237.0,-110,-110,4.5,-115,-4.5,-105,2025-11-10T18:16:00.000Z
6,261760,2025-11-11T00:00:00.000Z,Magic vs Trail Blazers,Under 235.5,-105,2,80,Elevated total with reduced‑juice under at −105.,117-108,0,0,0,0,0,1,-130,110,,235.5,-115,-105,-2.5,-105,2.5,-115,2025-11-10T18:16:00.000Z
7,261761,2025-11-11T00:00:00.000Z,Pistons vs Wizards,Pistons -11.5,-110,1,79,Home −11.5 at −110 paired with heavy home ML −650.,121-104,1,0,0,0,0,0,-650,472,,235.5,-105,-114,-11.5,-110,11.5,-110,2025-11-10T18:16:00.000Z
8,261762,2025-11-11T00:30:00.000Z,Heat vs Cavaliers,Under 247.5,-110,1,78,Lofty total 247.5 with symmetric −110 presents value under.,121-116,0,0,0,0,0,1,240,-305,,247.5,-110,-110,7.5,-105,-7.5,-115,2025-11-10T18:16:00.000Z
1,261759,2025-11-11T00:00:00.000Z,Hornets vs Lakers,Lakers -8.5,-112,2,84,"LeBron out, but Hornets missing LaMelo and Miller with several other absences; Lakers’ depth vs depleted Charlotte supports -8.5 at last odds.",108-118,0,0,1,0,0,0,280,-345,,230.5,-110,-110,8.5,-109,-8.5,-114,2025-11-10T23:10:00.000Z
2,261762,2025-11-11T00:30:00.000Z,Heat vs Cavaliers,Cavaliers -7.5,-110,2,82,Heat without Bam Adebayo and Tyler Herro; Cavs healthier and should control inside and tempo; last spread -7.5 -110.,109-117,0,0,1,0,0,0,240,-298,,247.5,-105,-110,7.5,-110,-7.5,-110,2025-11-10T23:10:00.000Z
3,261761,2025-11-11T00:00:00.000Z,Pistons vs Wizards,Pistons -11.5,-110,1,76,Wizards undermanned and struggling; number is big but Detroit superiority at home makes -11.5 reasonable at last odds.,124-108,1,0,0,0,0,0,-650,470,,235.5,-115,-114,-11.5,-110,11.5,-110,2025-11-10T23:10:00.000Z
1,282034,2025-11-12T00:30:00.000Z,Knicks vs Grizzlies,Knicks -9.5,-115,2,86,Home favorite with -9.5 at -115 in last columns; Knicks’ profile supports a double-digit win.,123-108,1,0,0,0,0,0,-425,330,,231.5,-110,-110,-9.5,-115,9.5,-105,2025-11-11T18:53:00.000Z
2,261769,2025-11-12T01:00:00.000Z,Thunder vs Warriors,Thunder -7.5,-110,2,84,OKC favorite at -7.5 -110 in last; depth and defense vs Warriors’ road volatility.,119-108,1,0,0,0,0,0,-302,245,,227.5,-114,-110,-7.5,-110,7.5,-110,2025-11-11T18:53:00.000Z
3,261771,2025-11-12T02:00:00.000Z,Jazz vs Pacers,Pacers -2.5,-115,2,82,Away favorite with away_spread_last -2.5 -115; Indy’s pace and creation edge projects a narrow road win.,115-112,0,0,1,0,0,0,120,-142,,232.5,-112,-109,2.5,-105,-2.5,-115,2025-11-11T18:53:00.000Z
4,261768,2025-11-12T00:30:00.000Z,Nets vs Raptors,Raptors +10.5,-106,2,81,Away underdog getting +10.5 -106 in last; double-digit cushion vs inconsistent Nets’ offense.,112-104,0,0,1,0,0,0,350,-452,,233.5,-110,-110,10.5,-114,-10.5,-106,2025-11-11T18:53:00.000Z
5,261772,2025-11-12T04:00:00.000Z,Kings vs Nuggets,Nuggets -8.5,-115,2,81,Away favorite -8.5 -115 in last; Denver halfcourt and clutch edge for margin.,121-110,0,0,1,0,0,0,295,-372,,242.5,-110,-111,8.5,-105,-8.5,-115,2025-11-11T18:53:00.000Z
6,261770,2025-11-12T01:00:00.000Z,76ers vs Celtics,76ers +1.5,-110,1,79,Home underdog +1.5 -110 in last; tight matchup with value to catch points at home.,115-114,1,0,0,0,0,0,-102,-119,,229.5,-110,-110,1.5,-110,-1.5,-110,2025-11-11T18:53:00.000Z
7,282034,2025-11-12T00:30:00.000Z,Knicks vs Grizzlies,Under 231.5,-110,1,78,Total 231.5 with under -110 in last; Knicks control and Memphis pace suppression lean under.,116-108,0,0,0,0,0,1,-425,330,,231.5,-110,-110,-9.5,-115,9.5,-105,2025-11-11T18:53:00.000Z
8,261769,2025-11-12T01:00:00.000Z,Thunder vs Warriors,Under 227.5,-110,1,78,Total 227.5 with under -110 in last; OKC defense and Warriors road variance lower scoring.,114-106,0,0,0,0,0,1,-302,245,,227.5,-114,-110,-7.5,-110,7.5,-110,2025-11-11T18:53:00.000Z
9,261771,2025-11-12T02:00:00.000Z,Jazz vs Pacers,Over 232.5,-109,1,77,Total 232.5 with over -109 in last; Indy tempo and Utah home offense favor points.,118-116,0,0,0,0,1,0,120,-142,,232.5,-112,-109,2.5,-105,-2.5,-115,2025-11-11T18:53:00.000Z
10,261768,2025-11-12T00:30:00.000Z,Nets vs Raptors,Under 233.5,-110,1,76,Total 233.5 with under -110 in last; Nets halfcourt inconsistency plus Raptors defense underpins this number.,112-104,0,0,0,0,0,1,350,-452,,233.5,-110,-110,10.5,-114,-10.5,-106,2025-11-11T18:53:00.000Z
11,261772,2025-11-12T04:00:00.000Z,Kings vs Nuggets,Under 242.5,-111,1,75,Total 242.5 with under -111 in last; large number versus Denver’s deliberate late-game pace adds downside to scoring.,118-112,0,0,0,0,0,1,295,-372,,242.5,-110,-111,8.5,-105,-8.5,-115,2025-11-11T18:53:00.000Z
1,261778,2025-11-13T01:00:00.000Z,Rockets vs Wizards,Rockets -16.5,-110,3,92,Home favorite in extreme spread band where favorites cover at very high rates historically; Wizards outclassed; market at -16.5; lay it at standard juice. [web:7],132-105,1,0,0,0,0,0,-1600,900,,235.5,-105,-115,-16.5,-110,16.5,-110,2025-11-12T17:13:00.000Z
2,261775,2025-11-13T00:00:00.000Z,Knicks vs Magic,Knicks -4.5,-110,3,90,Solid home favorite range (-3.5 to -5.5) has strong cover rates; Knicks form supports medium spreads; juice fair. [web:7],118-109,1,0,0,0,0,0,-192,160,,227.5,-105,-110,-4.5,-110,4.5,-110,2025-11-12T17:13:00.000Z
3,261776,2025-11-13T00:30:00.000Z,Celtics vs Grizzlies,Celtics -6.5,-110,2,88,Home favorite in -6 to -7 band trends well; Memphis offense volatility boosts Boston margin stability. [web:7],121-112,1,0,0,0,0,0,-258,210,,230.5,-108,-112,-6.5,-110,6.5,-110,2025-11-12T17:13:00.000Z
4,261777,2025-11-13T00:30:00.000Z,Heat vs Cavaliers,Heat -5.5,-115,2,86,Home favorite in -5 to -6 band; Heat late-game profile; slight juice tax acceptable. [web:7],120-112,1,0,0,0,0,0,-227,189,,238.5,-111,-110,-5.5,-115,5.5,-105,2025-11-12T17:13:00.000Z
5,261780,2025-11-13T01:00:00.000Z,Spurs vs Warriors,Spurs -4.5,-109,2,85,Home favorite -4.5 in profitable mid band; market aligns; fair price at -109. [web:7],119-112,1,0,0,0,0,0,-182,152,,231.5,-112,-110,-4.5,-109,4.5,-112,2025-11-12T17:13:00.000Z
6,261782,2025-11-13T02:30:00.000Z,Thunder vs Lakers,Thunder -7.0,-108,2,84,Home favorite -7 band historically solid; Thunder margin profile supports cover at improved -108. [web:7],124-115,1,0,0,0,0,0,-282,160,,231.5,-105,-112,-7.0,-108,7.0,-112,2025-11-12T17:13:00.000Z
7,261781,2025-11-13T01:30:00.000Z,Mavericks vs Suns,Suns -1.5,-105,1,79,Away favorite by small number; tight bands can favor elite late-game closers; reduced juice helps. [web:7],113-111,0,0,1,0,0,0,-107,-111,,227.5,-110,-110,1.5,-115,-1.5,-105,2025-11-12T17:13:00.000Z
8,261784,2025-11-13T03:30:00.000Z,Clippers vs Nuggets,Nuggets -3.5,-105,1,78,Away favorite -3.5 within mid band; Nuggets matchup edge; better than standard juice. [web:7],109-114,0,0,1,0,0,0,130,-155,,224.5,-110,-110,3.5,-115,-3.5,-105,2025-11-12T17:13:00.000Z
9,261783,2025-11-13T03:00:00.000Z,Kings vs Hawks,Hawks -3.5,-110,1,76,Away favorite -3.5 remains serviceable; Hawks offense travel-ready vs Kings defense. [web:7],112-116,0,0,1,0,0,0,137,-160,,233.5,-110,-110,3.5,-110,-3.5,-110,2025-11-12T17:13:00.000Z
10,261779,2025-11-13T01:00:00.000Z,Pelicans vs Trail Blazers,Trail Blazers -8.5,-105,1,72,Away favorite -8.5 in workable band; reduced juice; Pelicans priced as dog suggests form/injury drag. [web:7],108-118,0,0,1,0,0,0,272,-342,,229.5,-115,-105,8.5,-115,-8.5,-105,2025-11-12T17:13:00.000Z
1,261785,2025-11-14T00:00:00.000Z,Cavaliers vs Raptors,Cavaliers -7.5,-110,3,90,Home favorite -7.5 with fair juice; steady closing band fits profitable ATS range.,119-108,1,0,0,0,0,0,-285,235,,238.5,-105,-111,-7.5,-110,7.5,-110,2025-11-14T23:52:00.000Z
2,261786,2025-11-14T02:00:00.000Z,Suns vs Pacers,Suns -3.5,-115,2,89,Phoenix home favorite in -3 to -4.5 band; accept -115.,118-112,1,0,0,0,0,0,-185,150,,233.5,-110,-110,-3.5,-115,3.5,-105,2025-11-14T23:52:00.000Z
