rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
7,261878,2025-12-03T00:00:00.000Z,76ers vs Wizards,76ers -13.5,-105,1,75,"76ers heavy home favorite -13.5; small unit to capture large favorite edge.",130-108,1,0,0,0,0,0,-850,555,N/A,235.5,-114,-112,-13.5,-105,13.5,-115,2025-12-02T15:00:00Z
8,261880,2025-12-03T01:00:00.000Z,Celtics vs Knicks,Under 230.5,-110,1,74,"Expect slow pace and defense; small unit on under 230.5.",105-103,0,0,0,0,0,1,-108,-112,N/A,230.5,-112,-110,1.0,-114,-1.0,-106,2025-12-02T15:00:00Z
9,261882,2025-12-03T01:00:00.000Z,Pelicans vs Timberwolves,Over 231.5,-110,1,72,"Contrarian small unit on over if Wolves push tempo and Pelicans score.",118-115,0,0,0,0,1,0,472,-662,N/A,231.5,-110,-110,12.5,-110,-12.5,-110,2025-12-02T15:00:00Z
10,261879,2025-12-03T00:30:00.000Z,Raptors vs Trail Blazers,Trail Blazers ML,166,1,72,"Small ML hedge on Trail Blazers (away_money_line_last = 166) to complement spread stance.",104-110,0,0,0,1,0,0,-199,166,N/A,230.5,-112,-108,-4.5,-115,4.5,-105,2025-12-02T15:00:00Z
1,261911,2025-12-07T00:00:00.000Z,Wizards vs Hawks,Wizards +9.5,-110,3,92,"Historical pattern: Underdogs +9.5+ have been profitable. Wizards at home getting significant points vs Hawks on road.",115-108,1,0,0,0,0,0,330,-410,N/A,237.5,-109,-110,9.5,-110,-9.5,-110,2025-12-06T20:00:00Z
2,261916,2025-12-07T01:30:00.000Z,Mavericks vs Rockets,Mavericks +7.5,-110,3,90,"Home underdog getting substantial points vs strong Rockets team. Mavs at home can keep this close.",112-110,1,0,0,0,0,0,237,-290,N/A,223.5,-110,-110,7.5,-110,-7.5,-110,2025-12-06T20:00:00Z
3,261912,2025-12-07T00:30:00.000Z,Cavaliers vs Warriors,Warriors +9.5,-115,3,88,"Underdog with big points pattern. Warriors getting 9.5 points vs Cavs, who just struggled vs Pacers.",108-102,0,0,1,0,0,0,-360,295,N/A,229.5,-110,-110,-9.5,-105,9.5,-115,2025-12-06T20:00:00Z
4,261914,2025-12-07T01:00:00.000Z,Heat vs Kings,Kings +8.5,-105,2,85,"Another underdog with significant points. Kings offense can score vs Heat defense.",115-112,0,0,1,0,0,0,-382,310,N/A,241.5,-115,-110,-8.5,-115,8.5,-105,2025-12-06T20:00:00Z
5,261915,2025-12-07T01:00:00.000Z,Timberwolves vs Clippers,Clippers +9.5,-114,2,83,"Historical pattern: Large home favorites failing. Clippers getting 9.5 points too much value.",108-102,0,0,1,0,0,0,-375,305,N/A,227.5,-115,-109,-9.5,-108,9.5,-114,2025-12-06T20:00:00Z
6,261913,2025-12-07T00:30:00.000Z,Pistons vs Bucks,Bucks +12.5,-111,2,81,"Massive underdog getting 12.5 points. Bucks talent too good to be getting this many points.",112-105,0,0,1,0,0,0,-675,490,N/A,223.5,-115,-108,-12.5,-110,12.5,-111,2025-12-06T20:00:00Z
7,282886,2025-12-09T23:00:00.000Z,Magic vs Heat,Heat +5.5,-109,2,80,"Underdog getting points in divisional rivalry game. Heat always competitive vs Magic.",112-108,0,0,1,0,0,0,-217,183,N/A,239.5,-110,-110,-5.5,-114,5.5,-109,2025-12-06T20:00:00Z
8,261916,2025-12-07T01:30:00.000Z,Mavericks vs Rockets,Under 223.5,-110,1,78,"Both teams play slower pace, Rockets elite defense. Low-scoring game expected.",105-98,0,0,0,0,0,1,237,-290,N/A,223.5,-110,-110,7.5,-110,-7.5,-110,2025-12-06T20:00:00Z
9,282887,2025-12-10T01:30:00.000Z,Raptors vs Knicks,Raptors +2.5,-110,1,76,"Home underdog getting points vs rival Knicks. Raptors at home can win outright.",108-106,1,0,0,0,0,0,124,-148,N/A,231.5,-110,-110,2.5,-110,-2.5,-110,2025-12-06T20:00:00Z
10,261912,2025-12-07T00:30:00.000Z,Cavaliers vs Warriors,Under 229.5,-110,1,74,"Both teams play defense, Warriors slower pace on road. Low-scoring game expected.",98-95,0,0,0,0,0,1,-360,295,N/A,229.5,-110,-110,-9.5,-105,9.5,-115,2025-12-06T20:00:00Z
