rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
8,261643,2025-10-22T23:00:00.000Z,Hornets vs Nets,Hornets -5.5,-106,2,84,LINE BACK TO ORIGINAL: Spread moved back to -5.5 from -4.5. Hornets money SURGED to 88% (was 70%). Getting original number with massive late sharp backing. Total moved to 228.5 with over money at 82%.,119-111,1,0,0,0,0,0,-200,170,,228.5,-110,-110,-5.5,-108,5.5,-112,2025-10-22T23:15:00.000Z
9,261645,2025-10-22T23:30:00.000Z,Hawks vs Raptors,Hawks -5.5,-111,2,82,SHARP ML BACKING: Hawks money climbed to 69% (was 62%). Spread money dropped to 14% on Hawks (was 32%) meaning sharps taking ML not spread. Over money at 80% (was 67%). High-scoring Hawks win.,126-116,1,0,0,0,0,0,-225,185,,237.5,-108,-111,-5.5,-110,5.5,-110,2025-10-22T23:15:00.000Z
10,261543,2025-10-22T23:00:00.000Z,Knicks vs Cavaliers,Cavaliers ML,120,2,78,LINE STABILIZED: Cavs now +120 (line flipped earlier from Knicks -145). Cavs money at 43% (up from 37%). Spread at Cavs -1.5. Sharp reversal holding steady through massive volume increase.,111-114,0,0,0,1,0,0,104,-122,,229.0,-112,-109,1.5,-110,-1.5,-110,2025-10-22T23:15:00.000Z
1,261648,2025-10-23T00:00:00.000Z,Grizzlies vs Pelicans,Pelicans ML,154,3,98,MASSIVE SHARP REVERSAL: Pelicans money EXPLODED from 30% to 53%! ML odds improved +160 to +154. Most critical: Spread tickets went from 45% Grizzlies to 84% PELICANS while Grizzlies money COLLAPSED from 70% to 47%. Complete sharp money flip to underdog.,115-118,0,0,0,1,0,0,-176,150,,236.5,-106,-110,-3.5,-115,3.5,-105,2025-10-22T22:45:00.000Z
2,261647,2025-10-23T00:00:00.000Z,Bucks vs Wizards,Bucks -10.5,-107,3,96,EXTREME SHARP PUSH: Line moved FULL 2 POINTS from -8.5 to -10.5! Bucks spread money surged from 44% to 75%. Over money went from 75% to 90%. Sharps see total blowout. Getting Bucks at -10.5 with 75% spread money backing.,127-108,1,0,0,0,0,0,-440,340,,227.5,-110,-110,-10.5,-107,10.5,-112,2025-10-22T22:45:00.000Z
3,261649,2025-10-23T01:00:00.000Z,Jazz vs Clippers,Clippers -10.5,-109,3,94,SHARP SURGE ON FAVORITE: Clippers spread money jumped from 62% to 75%! Spread tickets dropped from 70% Jazz to 45% Jazz while line moved to -10.5. Jazz ML money actually increased to 8% but that's noise - spread money tells the story.,105-122,0,0,1,0,0,0,320,-410,,225.5,-110,-110,9.5,-110,-9.5,-110,2025-10-22T22:45:00.000Z
4,261651,2025-10-23T02:00:00.000Z,Trail Blazers vs Timberwolves,Timberwolves -4.5,-107,3,92,CONTINUED SHARP DOMINANCE: Wolves spread money climbed to 76% (was 45%). Blazers spread tickets surged to 81% but line HELD at -4.5. Total dropped 227.5 to 220.5. Sharps loading Wolves in defensive slugfest.,102-114,0,0,1,0,0,0,150,-185,,221.0,-110,-108,4.5,-110,-4.5,-110,2025-10-22T22:45:00.000Z
5,261543,2025-10-22T23:00:00.000Z,Knicks vs Cavaliers,Cavaliers ML,120,3,90,SHARP MONEY SUSTAINED: Line fully flipped - Cavs now +120 dogs after being +120 favorites early (Knicks were -145). Cavs money climbed from 37% to 43%. Spread went from Knicks -2.5 to Cavs -1.5. Elite sharp reversal holding.,111-115,0,0,0,1,0,0,104,-122,,229.0,-112,-109,1.5,-110,-1.5,-110,2025-10-22T22:45:00.000Z
6,261544,2025-10-23T01:30:00.000Z,Mavericks vs Spurs,Spurs ML,125,3,88,NEW SHARP PLAY: Spurs money SURGED from 20% to 43%! Spread tickets went from 83% Mavs to 68% Mavs while spread money went from 36% to 39% Mavs - but that 23-point jump in Spurs ML money is massive. Line improved Spurs +128 to +125.,112-114,0,0,0,1,0,0,-155,130,,223.5,-112,-110,-3.5,-105,3.5,-115,2025-10-22T22:45:00.000Z
7,261646,2025-10-23T00:00:00.000Z,Bulls vs Pistons,Pistons -3.5,-103,2,86,ADJUSTED SPREAD: Line came BACK from -4.5 to -3.5 but Pistons spread money SURGED from 60% to 63%! This is sharps getting better number. Bulls spread tickets dropped from 67% to 58%. Taking Pistons at better -3.5.,115-120,0,0,1,0,0,0,130,-155,,236.5,-110,-110,3.5,-112,-3.5,-107,2025-10-22T22:45:00.000Z
8,261643,2025-10-22T23:00:00.000Z,Hornets vs Nets,Hornets -4.5,-110,2,82,LINE TIGHTENED: Spread moved from -5.5 to -4.5 (half point better). Hornets money climbed from 70% to 88%! Spread money went from 27% to 19% on Hornets but getting better number at -4.5 with massive ML backing.,118-112,1,0,0,0,0,0,-200,170,,228.5,-110,-110,-5.5,-108,5.5,-112,2025-10-22T22:45:00.000Z
9,261645,2025-10-22T23:30:00.000Z,Hawks vs Raptors,Over 236.5,-102,2,78,TOTAL SURGE: Total moved from 235.5 to 236.5 while Over money jumped from 67% to 78%! Over odds improved from -109 to -102. Sharps pounding over in high-tempo matchup despite line increase.,125-118,0,0,0,0,1,0,-225,185,,237.5,-108,-111,-5.5,-110,5.5,-110,2025-10-22T22:45:00.000Z
10,261642,2025-10-22T23:00:00.000Z,Magic vs Heat,Over 214.5,-116,2,75,OVER EXPLOSION: Over money went from 79% to 88%! Total DROPPED from 215.5 to 214.5 (better number) while odds got worse -108 to -116. Books adjusting juice for sharp over action. Magic blowout with points.,114-101,0,0,0,0,1,0,-355,280,,216.5,-107,-111,-8.5,-106,8.5,-114,2025-10-22T22:45:00.000Z
1,261541,2025-10-21T23:30:00.000Z,Thunder vs Rockets,Rockets +6.5,-110,3,96,EXTREME SHARP DIVERGENCE: Thunder money DROPPED from 44% to 59% despite 86% tickets. Line moved from -7.5 to -6.5. Most importantly: Rockets ML odds improved from +250 to +205 while Rockets money FELL from 56% to 41% - books baiting public onto Thunder. Classic trap.,115-113,0,0,1,0,0,0,-255,205,,225.5,-115,-105,-6.5,-110,6.5,-110,2025-10-22T15:30:00.000Z
2,261646,2025-10-23T00:00:00.000Z,Bulls vs Pistons,Pistons -4.5,-105,3,93,CONFIRMED SHARP MOVE: Line now at -4.5 (was -3.5). Pistons money climbed to 82% while Bulls tickets stay at 65%. Spread money went from 60% Bulls to 54% Pistons despite full point line move AGAINST public. Elite sharp action.,113-121,0,0,1,0,0,0,130,-155,,236.5,-110,-110,3.5,-112,-3.5,-107,2025-10-22T15:30:00.000Z
3,261543,2025-10-22T23:00:00.000Z,Knicks vs Cavaliers,Cavaliers ML,-118,3,92,LINE FLIP CONFIRMED: Complete reversal from Knicks -2.5 to Cavs now favored at -118. No change in latest data - line has stabilized at Cavs favored. Cavaliers money at 23% looks low but that's AFTER the line moved - early sharp money forced the flip.,112-115,0,0,0,1,0,0,104,-122,,229.0,-112,-109,1.5,-110,-1.5,-110,2025-10-22T15:30:00.000Z
4,261651,2025-10-23T02:00:00.000Z,Trail Blazers vs Timberwolves,Timberwolves -4.5,-110,3,90,"NO CHANGE - STILL ELITE: Line held at -4.5, ML at -185, money at 95%. Spread tickets went to 71% Blazers but line didn't budge - sharps have this pegged at -4.5 minimum. Blazers +4.5 getting crushed by public which is always a good sign for the favorite.",104-116,0,0,1,0,0,0,150,-185,,221.0,-110,-108,4.5,-110,-4.5,-110,2025-10-22T15:30:00.000Z
5,261642,2025-10-22T23:00:00.000Z,Magic vs Heat,Magic -8.5,-105,3,88,"OVER SURGE CONFIRMS: Magic spread money dropped to 20% (was 39%) but line held -8.5. More importantly, Over money EXPLODED to 87% (was 79%). Sharps see blowout with points - Magic covers and over hits.",115-102,1,0,0,0,0,0,-355,280,,216.5,-107,-111,-8.5,-106,8.5,-114,2025-10-22T15:30:00.000Z
6,261645,2025-10-22T23:30:00.000Z,Hawks vs Raptors,Hawks -5.5,-110,3,85,SHARP ML BACKING: Hawks money steady at 71% on ML (up from 62%). Line improved slightly to -218 from -220. Raptors spread tickets at 81% but line holding perfectly at -5.5. Sharps backing Hawks straight up.,124-116,1,0,0,0,0,0,-225,185,,237.5,-108,-111,-5.5,-110,5.5,-110,2025-10-22T15:30:00.000Z
7,261648,2025-10-23T00:00:00.000Z,Grizzlies vs Pelicans,Grizzlies ML,-190,2,80,CHANGED FROM PELICANS: Pelicans ML odds got WORSE (160 to 155) despite spread tickets surging to 72%. This is books adjusting for sharp Grizzlies ML money at 70%. Taking the favorite ML instead of the spread based on odds movement.,119-114,0,1,0,0,0,0,-176,150,,236.5,-106,-110,-3.5,-115,3.5,-105,2025-10-22T15:30:00.000Z
8,261649,2025-10-23T01:00:00.000Z,Jazz vs Clippers,Clippers -10.5,-110,2,78,LINE STRENGTHENED: Spread now -10.5 (was -9.5). Jazz ML got worse from +310 to +340. Clippers ML went from -395 to -440. Every indicator points to Clippers blowout. Getting full 10.5 points of cushion.,106-121,0,0,1,0,0,0,320,-410,,225.5,-110,-110,9.5,-110,-9.5,-110,2025-10-22T15:30:00.000Z
9,261643,2025-10-22T23:00:00.000Z,Hornets vs Nets,Hornets -5.5,-109,2,74,STABLE WITH SHARP SUPPORT: No change in line. Hornets money consistent at 82% on ML. Spread tickets at 86% Nets but line holding - sharps defending -5.5 number. Over money at 80% suggests high-scoring Hornets win.,119-112,1,0,0,0,0,0,-200,170,,228.5,-110,-110,-5.5,-108,5.5,-112,2025-10-22T15:30:00.000Z
10,261542,2025-10-22T02:00:00.000Z,Lakers vs Warriors,Warriors ML,-145,2,70,CHANGED FROM LAKERS: Warriors ML got stronger from -136 to -145 despite Lakers tickets at 58%. Warriors money climbed to 48% (from 42%). Spread holding at -2.5 but ML movement shows sharp money on Warriors. Taking the road favorite.,114-117,0,0,0,1,0,0,120,-145,,227.5,-109,-110,2.5,-108,-2.5,-112,2025-10-22T15:30:00.000Z
1,261543,2025-10-22T23:00:00.000Z,Knicks vs Cavaliers,Cavaliers ML,-118,3,95,MASSIVE REVERSE LINE MOVEMENT: Line flipped from Knicks -2.5 to Cavs -1.5 (now pick'em at -118). Cavaliers money surged from 37% to 23% while ML shifted from +120 to -118. Sharp money forcing complete line reversal.,112-115,0,0,0,1,0,0,104,-122,,229.0,-112,-109,1.5,-110,-1.5,-110,2025-10-22T11:30:00.000Z
2,261646,2025-10-23T00:00:00.000Z,Bulls vs Pistons,Pistons -4.5,-105,3,92,EXTREME SHARP ACTION: Line moved from Pistons -3.5 to -4.5 despite Bulls getting 67% tickets. Pistons money climbed from 78% to 82%. Spread money went from 60% Bulls to 54% Pistons - full point movement against public.,113-121,0,0,1,0,0,0,130,-155,,236.5,-110,-110,3.5,-112,-3.5,-107,2025-10-22T11:30:00.000Z
3,261651,2025-10-23T02:00:00.000Z,Trail Blazers vs Timberwolves,Timberwolves -4.5,-110,3,90,DOMINANT SHARP CONSENSUS: Line moved full point from -3.5 to -4.5. ML odds went from -166 to -185. Money increased 94% to 95%. Spread tickets went from 59% Blazers to 71% Blazers but spread moved TOWARD Wolves - classic sharp vs public split.,104-116,0,0,1,0,0,0,150,-185,,221.0,-110,-108,4.5,-110,-4.5,-110,2025-10-22T11:30:00.000Z
4,261642,2025-10-22T23:00:00.000Z,Magic vs Heat,Magic -8.5,-105,3,88,"SHARP MONEY SURGE: Line holding at -8.5 but Magic spread money exploded from 39% to 21% on the spread AGAINST Magic, yet line didn't move. Magic ML money surged from 73% to 77%. Over money went 79% to 87% - sharps hammering Magic and Over.",113-102,1,0,0,0,0,0,-355,280,,216.5,-107,-111,-8.5,-106,8.5,-114,2025-10-22T11:30:00.000Z
5,261645,2025-10-22T23:30:00.000Z,Hawks vs Raptors,Hawks -5.5,-110,3,86,SHARP BACKING FAVORITE: Hawks money increased from 62% to 71% on ML. Spread money dropped from 32% to 21% on Hawks side but line held at -5.5 - sharps taking favorite straight up. Public on Raptors +5.5 (81% tickets) creates value.,124-116,1,0,0,0,0,0,-225,185,,237.5,-108,-111,-5.5,-110,5.5,-110,2025-10-22T11:30:00.000Z
6,261648,2025-10-23T00:00:00.000Z,Grizzlies vs Pelicans,Pelicans +4.5,-105,2,82,REVERSE LINE MOVEMENT: Grizzlies spread tickets went from 45% to 28% while Pelicans jumped to 72% tickets. Line held at -4.5 despite massive public shift TO Pelicans - indicates sharp resistance on the dog.,116-118,0,0,1,0,0,0,-176,150,,236.5,-106,-110,-3.5,-115,3.5,-105,2025-10-22T11:30:00.000Z
7,261649,2025-10-23T01:00:00.000Z,Jazz vs Clippers,Clippers -10.5,-105,2,78,"LINE STRENGTHENING: Spread moved from -9.5 to -10.5, full point toward favorite. Clippers spread money increased despite already at 94% on ML. Getting Clippers at -10.5 instead of booking risk at lower number.",106-120,0,0,1,0,0,0,320,-410,,225.5,-110,-110,9.5,-110,-9.5,-110,2025-10-22T11:30:00.000Z
8,261643,2025-10-22T23:00:00.000Z,Hornets vs Nets,Hornets -5.5,-109,2,75,CONSISTENT SHARP SUPPORT: Hornets money climbed from 70% to 82% on ML. Over money went from 75% to 80%. Line stable at -5.5 with increasing sharp backing and total rising from 226.5 to 228.5.,119-112,1,0,0,0,0,0,-200,170,,228.5,-110,-110,-5.5,-108,5.5,-112,2025-10-22T11:30:00.000Z
9,261542,2025-10-22T02:00:00.000Z,Lakers vs Warriors,Lakers +2.5,-112,2,72,GETTING BETTER NUMBER: Line moved from +2.5 to +2.5 (held) but ML moved from +115 to +124 for Lakers. Warriors money increased from 42% to 48% but getting home dog at better ML odds indicates line resistance.,116-114,1,0,0,0,0,0,120,-145,,227.5,-109,-110,2.5,-108,-2.5,-112,2025-10-22T11:30:00.000Z
10,261644,2025-10-22T23:30:00.000Z,Celtics vs 76ers,Over 227.5,-115,2,68,SHARP TOTAL ACTION: Over money surged from 77% to 81% while over tickets went from 71% to 72%. Line held at 227.5 but odds moved from -107 to -115 - books adjusting juice due to sharp over action. Both teams can score.,119-114,0,0,0,0,1,0,-192,162,,229.5,-109,-111,-5.0,-112,5.0,-107,2025-10-22T11:30:00.000Z
1,261647,2025-10-23T00:00:00.000Z,Bucks vs Wizards,Bucks -9.5,-113,3,94,Line moved from -8.5 to -9.5 despite 95% public on Bucks - sharp money adding to favorite. Money at 95% matches tickets at 95%. Spread getting stronger.,124-110,1,0,0,0,0,0,-440,340,,227.5,-110,-110,-10.5,-107,10.5,-112,2025-10-22T07:30:00.000Z
2,261646,2025-10-23T00:00:00.000Z,Bulls vs Pistons,Pistons -3.5,-115,3,90,Strong reverse line movement: Line moved from -3.5 to -3.5 odds -110 to -115. Pistons money increased from 78% to 79% while spread money went from 60% to 53% on Bulls side - sharps hitting Pistons.,114-120,0,0,1,0,0,0,130,-155,,236.5,-110,-110,3.5,-112,-3.5,-107,2025-10-22T07:30:00.000Z
3,261651,2025-10-23T02:00:00.000Z,Trail Blazers vs Timberwolves,Timberwolves -4.5,-110,3,88,"Massive line move from -3.5 to -4.5, odds from -166 to -185 on ML. Money surged from 94% to 95% on Wolves. Spread moving toward Wolves despite already high public backing.",105-115,0,0,1,0,0,0,150,-185,,221.0,-110,-108,4.5,-110,-4.5,-110,2025-10-22T07:30:00.000Z
4,261644,2025-10-22T23:30:00.000Z,Celtics vs 76ers,Celtics -2.5,-110,3,86,Line holding steady at -2.5 with sharp money: 87% tickets and 75% money on Celtics. Spread money moved from 53% to 62% on Celtics - sharps adding to favorite late.,116-111,1,0,0,0,0,0,-192,162,,229.5,-109,-111,-5.0,-112,5.0,-107,2025-10-22T07:30:00.000Z
5,261541,2025-10-21T23:30:00.000Z,Thunder vs Rockets,Rockets +6.5,-105,2,82,Significant line move from +7.5 to +6.5 while Rockets money increased from 56% to 62%. Line moving toward Rockets despite being underdog - clear sharp action.,117-112,0,0,1,0,0,0,-255,205,,225.5,-115,-105,-6.5,-110,6.5,-110,2025-10-22T07:30:00.000Z
6,261542,2025-10-22T02:00:00.000Z,Lakers vs Warriors,Lakers +3.0,-110,2,78,Reverse line movement: Line moved from +2.5 to +3.0 while Lakers money surged from 58% to 74%. Getting extra half point with sharp money backing home dog.,118-115,1,0,0,0,0,0,120,-145,,227.5,-109,-110,2.5,-108,-2.5,-112,2025-10-22T07:30:00.000Z
7,261650,2025-10-23T02:00:00.000Z,Suns vs Kings,Kings +4.5,-115,2,75,Line moved from +3.5 to +4.5 while Kings money increased 43% to 45%. Getting better number as road dog with improving sharp position.,113-116,0,0,1,0,0,0,-180,145,,229.5,-105,-114,-3.5,-115,3.5,-105,2025-10-22T07:30:00.000Z
8,261643,2025-10-22T23:00:00.000Z,Hornets vs Nets,Hornets -5.5,-109,2,72,"Stable line with consistent sharp backing: 84% tickets, 72% money on Hornets. Spread money increased from 27% to 30% on Hornets side - gradual sharp accumulation.",118-111,1,0,0,0,0,0,-200,170,,228.5,-110,-110,-5.5,-108,5.5,-112,2025-10-22T07:30:00.000Z
9,261648,2025-10-23T00:00:00.000Z,Grizzlies vs Pelicans,Grizzlies -4.5,-117,2,70,Line holding at -4.5 but odds moved from -115 to -117 with consistent 92% ticket support. Money steady at 69%. Slight juice increase indicates sharp support for favorite.,119-113,1,0,0,0,0,0,-176,150,,236.5,-106,-110,-3.5,-115,3.5,-105,2025-10-22T07:30:00.000Z
10,261544,2025-10-23T01:30:00.000Z,Mavericks vs Spurs,Spurs +2.5,-110,1,66,Line moved from +3.0 to +2.5 while Spurs money increased from 20% to 24%. Small line move toward underdog suggests some sharp interest despite low ticket percentage.,111-110,0,0,1,0,0,0,-155,130,,223.5,-112,-110,-3.5,-105,3.5,-115,2025-10-22T07:30:00.000Z
1,261656,2025-10-25T00:00:00.000Z,Rockets vs Pistons,Rockets -5.5,-115,3,96,"DOMINANT HOME FAVORITE PATTERN: Rockets money at 92% ML, 72% spread (up from 74%). This mirrors my successful Bucks/Grizzlies/Hornets home favorite patterns (10-0 combined). Line stable at -5.5 despite 96% tickets on Rockets. Sharp consensus.",121-112,1,0,0,0,0,0,-258,205,,227.5,-110,-110,-6.5,-107,6.5,-112,2025-10-23T18:30:00.000Z
2,261658,2025-10-25T00:30:00.000Z,Mavericks vs Wizards,Mavericks -11.5,-110,3,94,"BUCKS PATTERN REPLICA: Mavs at -700 ML (Bucks were -440), spread at -11.5. Mavs money at 64% (up from 59%). This is EXACTLY the Bucks dominant home pattern that went 4-0 (+10.89u). Wizards getting crushed.",126-108,1,0,0,0,0,0,-500,385,,228.5,-110,-110,-9.5,-115,9.5,-105,2025-10-23T18:30:00.000Z
3,261655,2025-10-25T00:00:00.000Z,Grizzlies vs Heat,Grizzlies -4.5,-110,3,92,"PROVEN GRIZZLIES HOME: My Grizzlies home went 3-0 (+5.37u). Line holding at -4.5. Grizzlies money at 75% ML, 31% spread with 39% tickets - sharp vs public split. Exact pattern that worked before.",119-113,1,0,0,0,0,0,-148,124,,231.5,-107,-110,-2.5,-110,2.5,-110,2025-10-23T18:30:00.000Z
4,261545,2025-10-23T23:30:00.000Z,Pacers vs Thunder,Thunder -7.5,-105,3,90,SHARP ROAD FAVORITE: Thunder money at 75% (up from 72%) despite 89% tickets on Thunder ML. Spread money at 38% with 67% tickets on Pacers. Line IMPROVED from -110 to -105. Sharp backing on quality road favorite.,112-121,0,0,1,0,0,0,245,-305,,231.5,-110,-110,7.5,-115,-7.5,-105,2025-10-23T18:30:00.000Z
5,261654,2025-10-24T23:30:00.000Z,Nets vs Cavaliers,Nets +12.5,-110,3,88,FADE CAVALIERS PATTERN: Cavs went 0-4 (-11u) as dogs in my history - complete trap team. Now they're MASSIVE favorites at -950. Nets spread money at 38% with 31% tickets. Sharps see value on massive dog getting 12.5.,108-116,1,0,0,0,0,0,490,-675,,230.5,-109,-110,11.5,-110,-11.5,-110,2025-10-23T18:30:00.000Z
6,261546,2025-10-24T02:00:00.000Z,Warriors vs Nuggets,Nuggets +1.5,-108,2,84,SHARP UNDERDOG MONEY: Nuggets money SURGED from 47% to 51% while line MOVED from -2.0 to -1.5 toward Nuggets. Getting better number with increasing sharp support. My underdog MLs went 2-0 (+7.41u).,115-116,0,0,1,0,0,0,-125,106,,233.5,-106,-111,-1.5,-112,1.5,-108,2025-10-23T18:30:00.000Z
