rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
1,265616,2025-11-30T14:05:00.000Z,Aston Villa vs Wolverhampton,Aston Villa -1.5,130,3,94,Best remaining -1.5 home favorite at +money after yesterday’s bloodbath,3-0,1,0,0,0,0,0,-200,525,335,2.5,-125,-103,-1.5,130,1.5,-182,2025-11-29T10:00:00.000Z
2,265814,2025-11-29T20:00:00.000Z,Atlético vs Real Oviedo,Atlético -1.5,-155,3,92,Only -1.5 home favorite with acceptable juice,3-0,1,0,0,0,0,0,-450,1300,520,2.5,-147,116,-1.5,-155,1.5,110,2025-11-29T10:00:00.000Z
3,265625,2025-11-29T14:30:00.000Z,Bayern vs St Pauli,Bayern -2.5,-126,3,91,"Bayern scoring for fun, St Pauli terrible; -126 playable",4-0,1,0,0,0,0,0,-909,2000,900,3.5,-147,119,-2.5,-126,2.5,-110,2025-11-29T10:00:00.000Z
4,265825,2025-11-29T20:05:00.000Z,Marseille vs Toulouse,Marseille -1,-125,3,90,Line moved to -1 at very playable juice,2-0,1,0,0,0,0,0,-190,500,320,2.5,-132,100,-1.0,-125,1.0,-110,2025-11-29T10:00:00.000Z
5,265611,2025-11-29T15:00:00.000Z,Man City vs Leeds,Man City -1.5,-155,2,87,Biggest class gap remaining,3-1,1,0,0,0,0,0,-400,1050,525,3.5,124,-168,-1.5,-155,1.5,110,2025-11-29T10:00:00.000Z
6,265615,2025-11-29T15:00:00.000Z,Brentford vs Burnley,Brentford -1.5,120,2,86,Still +120 on -1.5 at home – rare value,3-1,1,0,0,0,0,0,-220,600,360,2.5,-128,-100,-1.5,120,1.5,-175,2025-11-29T10:00:00.000Z
7,265815,2025-11-29T17:00:00.000Z,Juventus vs Cagliari,Juventus -1.5,-102,2,84,Almost pick’em price on -1.5 vs worst attack,3-0,1,0,0,0,0,0,-294,875,410,2.5,-111,-112,-1.5,-102,1.5,-133,2025-11-29T10:00:00.000Z
8,282400,2025-11-29T23:00:00.000Z,Inter Miami vs NYCFC,Inter Miami -1.5,125,2,83,MLS playoff – Miami with Messi huge edge +125,3-1,1,0,0,0,0,0,-192,425,360,3.5,105,-129,-1.5,125,1.5,-167,2025-11-29T10:00:00.000Z
9,265821,2025-11-29T19:45:00.000Z,Milan vs Lazio,Milan -0.5,-175,2,81,Reduced to PK at -175 – strongest home side left,2-0,1,0,0,0,0,0,-160,475,280,2.5,110,-139,-0.5,-175,0.5,125,2025-11-29T10:00:00.000Z
10,265619,2025-11-29T14:30:00.000Z,Union Berlin vs Heidenheim,Union Berlin -0.5,-160,1,78,Solid home side vs poor traveler,1-0,1,0,0,0,0,0,-150,400,285,2.5,-115,-113,-0.5,-160,1.0,120,2025-11-29T10:00:00.000Z
1,265833,2025-11-30T19:45:00.000Z,Lyon vs Nantes,Lyon -1.5,110,3,94,Best +money -1.5 home favorite on the board,3-0,1,0,0,0,0,0,-238,600,375,2.5,-150,117,-1.5,110,1.5,-155,2025-11-30T10:00:00.000Z
2,265616,2025-11-30T14:05:00.000Z,Aston Villa vs Wolverhampton,Aston Villa -1.5,135,3,93,Still +135 on -1.5 at home - huge value,3-1,1,0,0,0,0,0,-200,525,335,2.5,-119,-105,-1.5,135,1.5,-182,2025-11-30T10:00:00.000Z
3,265817,2025-12-01T19:45:00.000Z,Bologna vs Cremonese,Bologna -1.5,125,3,91,Clear +money -1.5 vs very weak opponent,3-0,1,0,0,0,0,0,-220,640,320,2.5,106,-130,-1.5,125,1.5,-175,2025-11-30T10:00:00.000Z
4,265813,2025-11-30T17:30:00.000Z,Celta Vigo vs Espanyol,Celta Vigo -0.5,105,3,89,Line dropped to -0.5 at +105 - massive value,2-0,1,0,0,0,0,0,105,270,240,2.5,-114,-111,-0.5,-105,0.5,-135,2025-11-30T10:00:00.000Z
5,265622,2025-11-30T18:30:00.000Z,Freiburg vs Mainz,Freiburg -0.5,-114,2,87,Home -0.5 at essentially pick'em price,2-0,1,0,0,0,0,0,-114,310,250,2.5,-105,-123,-0.5,-120,0.5,-118,2025-11-30T10:00:00.000Z
6,265816,2025-11-30T17:00:00.000Z,Atalanta vs Fiorentina,Atalanta -0.5,-145,2,85,Atalanta dominant at home,2-1,1,0,0,0,0,0,-145,400,285,2.5,-119,-106,-0.5,-152,0.5,115,2025-11-30T10:00:00.000Z
7,265828,2025-11-30T14:00:00.000Z,Strasbourg vs Brest,Strasbourg -0.5,-125,2,83,Home favorite at playable juice,1-0,1,0,0,0,0,0,-125,330,280,2.5,-147,114,-0.5,-140,0.5,-102,2025-11-30T10:00:00.000Z
8,265827,2025-11-30T16:15:00.000Z,Lorient vs Nice,Lorient -0.5,130,2,82,Home -0.5 at +130 - huge overlay,2-1,1,0,0,0,0,0,145,190,230,2.5,-115,-110,-0.5,130,0.5,-185,2025-11-30T10:00:00.000Z
9,265973,2025-12-02T20:15:00.000Z,Newcastle vs Tottenham,Newcastle -0.5,-143,1,79,"Newcastle red-hot, line hasn't moved enough",2-1,1,0,0,0,0,0,-143,350,300,2.5,-140,110,-0.5,-152,0.5,115,2025-11-30T10:00:00.000Z
10,265824,2025-11-30T19:45:00.000Z,Roma vs Napoli,Roma -0.5,145,1,77,Roma reduced to -0.5 at +145 - excellent value,2-1,1,0,0,0,0,0,158,210,187,2.5,151,-198,-0.5,145,0.5,-200,2025-11-30T10:00:00.000Z
1,265978,2025-12-03T19:30:00.000Z,Arsenal vs Brentford,Arsenal -1.5,110,3,95,"Arsenal in strong form (DWDWW), Brentford mixed (WLWLW); +110 on -1.5 is excellent value for home favorite",3-0,1,0,0,0,0,0,-241,674,355,2.5,-116,-110,-1.5,110,1.5,-160,2025-12-03T18:00:00.000Z
2,266180,2025-12-06T17:00:00.000Z,Inter vs Como 1907,Inter -1,-115,3,93,"Inter in great form (WLWWW), Como solid but Inter dominant at home; low juice on -1",2-0,1,0,0,0,0,0,-189,487,331,2.5,-135,105,-1.0,-115,1.0,-105,2025-12-03T18:00:00.000Z
3,266108,2025-12-06T15:00:00.000Z,Everton vs Nottingham,Everton -0.5,105,3,91,"Everton good form (WLWWD), Nottingham mixed (LWWDL); +105 on -0.5 home favorite",2-0,1,0,0,0,0,0,115,255,222,2.5,110,-143,-0.5,105,0.5,-150,2025-12-03T18:00:00.000Z
4,266196,2025-12-05T20:00:00.000Z,Lille vs Marseille,Lille -0.5,140,3,90,"Lille mixed (WWLWL), Marseille good but Lille home edge; +140 huge value",2-1,1,0,0,0,0,0,154,165,250,2.5,-150,113,-0.5,140,0.5,-200,2025-12-03T18:00:00.000Z
5,266119,2025-12-05T19:30:00.000Z,Mainz vs M'gladbach,Mainz -0.5,130,2,88,"Mainz poor (LDLDL), but M'gladbach DWWWL; +130 on home -0.5",1-0,1,0,0,0,0,0,140,180,250,2.5,-151,113,-0.5,130,0.5,-190,2025-12-03T18:00:00.000Z
6,265970,2025-12-04T20:00:00.000Z,Man U vs West Ham,Man U -1.5,110,2,86,"Man U mixed (WLDDW), West Ham good (LDWWL); +110 on -1.5 home",3-1,1,0,0,0,0,0,-220,536,375,3.5,125,-165,-1.5,110,1.5,-160,2025-12-03T18:00:00.000Z
7,266103,2025-12-06T15:00:00.000Z,Tottenham vs Brentford,Tottenham -0.5,110,2,84,"Tottenham poor (DLLDL), Brentford good; but +110 home value",2-1,1,0,0,0,0,0,125,205,250,2.5,-133,105,-0.5,110,0.5,-165,2025-12-03T18:00:00.000Z
8,266104,2025-12-06T15:00:00.000Z,Newcastle vs Burnley,Newcastle -1.5,-125,2,82,"Newcastle mixed (DWWLL), Burnley bad (LLLLW); low juice on -1.5",3-0,1,0,0,0,0,0,-329,862,475,2.5,-175,130,-1.5,-125,1.5,-110,2025-12-03T18:00:00.000Z
9,266169,2025-12-05T20:00:00.000Z,Real Oviedo vs Mallorca,Real Oviedo -0.5,155,2,80,"Oviedo poor (LDLDD), Mallorca mixed (DLWLD); +155 massive home value",1-0,1,0,0,0,0,0,170,177,202,2.5,140,-195,-0.5,155,0.5,-218,2025-12-03T18:00:00.000Z
10,266113,2025-12-06T14:30:00.000Z,Köln vs St Pauli,Köln -0.5,-118,1,78,"Köln mixed (DLLWL), St Pauli terrible (LLLLL); low juice home",2-0,1,0,0,0,0,0,-105,272,262,2.5,-116,-110,-0.5,-118,0.5,-120,2025-12-03T18:00:00.000Z
1,267209,2025-12-14T16:30:00.000Z,Bayern vs Mainz,Bayern -2.5,-135,3,91,"Bayern have an overwhelming home edge against bottom-placed Mainz, external models give them a near-certain win chance and expect four or more goals, so laying -2.5 at this price aligns with both market and statistical projections.",4-0,1,0,0,0,0,0,-991,1800,961,4.5,120,-155,-2.5,-135,2.5,-105,2025-12-14T15:35:00.000Z
2,267278,2025-12-14T16:15:00.000Z,Lens vs Nice,Lens -1.5,110,3,90,"Lens enter on a long winning streak with strong defensive numbers while Nice are on an extended losing run and struggling to score, and multiple previews point toward a controlled two-goal home win, making -1.5 attractive.",2-0,1,0,0,0,0,0,-220,522,377,3.5,128,-170,-1.5,110,1.5,-160,2025-12-14T15:35:00.000Z
3,267273,2025-12-14T17:00:00.000Z,Genoa vs Inter,Inter -1.0,-115,2,84,"Inter are rated as the stronger side and come in with superior form, and markets plus models expect them to win by around a goal or more, so taking Inter -1.0 follows the consensus of a controlled away victory.",2-0,0,0,0,1,0,0,550,-191,305,2.5,-104,-128,1.0,-105,-1.0,-115,2025-12-14T15:35:00.000Z
4,267280,2025-12-14T16:15:00.000Z,Strasbourg vs Lorient,Strasbourg -0.5,-145,2,82,"Strasbourg are home favorites with better attacking numbers at home, and several analysts still side with them despite Lorient’s recent upturn, so laying -0.5 is a straightforward play on a narrow home win.",2-1,1,0,0,0,0,0,-133,355,280,2.5,-120,-105,-0.5,-145,0.5,-100,2025-12-14T15:35:00.000Z
5,267199,2025-12-14T16:30:00.000Z,Brentford vs Leeds,Over 2.5,112,1,78,"Brentford and Leeds both have tendencies toward open, higher-scoring matches and the projections lean toward multiple goals, so over 2.5 at plus money captures common 2-1 or 2-2 type outcomes without forcing a side.",2-2,0,0,0,0,1,0,105,270,230,2.5,112,-149,-0.5,105,0.5,-140,2025-12-14T15:35:00.000Z
