rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp
7,261807,2025-11-18T01:00:00.000Z,Pelicans vs Thunder,Pelicans +17.5,-110,2,82,Fits two key trends: 1) Large home underdogs cover at a high rate. 2) Road favorites (even strong ones) have historically underperformed.,108-124,1,0,0,0,0,0,1000,-1800,,225.5,-110,-110.0,17.5,-110,-17.5,-110,2025-11-17T23:21:57.000Z
8,261804,2025-11-18T00:30:00.000Z,Heat vs Knicks,Under 244.5,-110,1,79,This is an exceptionally high total. The historical data shows that totals above 235+ have tended to disappoint and stay Under.,121-118,0,0,0,0,0,1,-120,-100,,244.5,-110,-110.0,-1.5,-110,1.5,-110,2025-11-17T23:21:57.000Z
9,261808,2025-11-18T02:00:00.000Z,Nuggets vs Bulls,Under 241.5,-110,1,70,"Another very high total. This fits the ""Under on high totals"" trend, supported by the large spread, which can lead to a non-competitive 4th quarter.",128-110,0,0,0,0,0,1,-850,575,,241.5,-105,-110.0,-13.5,-110,13.5,-110,2025-11-17T23:21:57.000Z
1,261821,2025-11-20T01:00:00.000Z,Timberwolves vs Wizards,Timberwolves -16.5,-115,3,94,"The Wolves just covered a -14.5 spread with ease (120-96). They face a weak Wizards team at home. The ""Heavy Home Favorite"" trend is the strongest signal in the dataset.",128-105,1,0,0,0,0,0,-1398,850,,239.5,-110,-110.0,-16.5,-115,16.5,-105,2025-11-19T15:38:00.000Z
2,261817,2025-11-20T00:30:00.000Z,Heat vs Warriors,Heat -10.5,-110,3,92,"Fits the profitable ""Home Favorite > -10"" profile. The Heat at home laying double digits suggests a significant mismatch identified by the books, similar to the successful Pistons pick.",122-108,1,0,0,0,0,0,-415,320,,233.5,-110,-110.0,-10.5,-110,10.5,-110,2025-11-19T15:38:00.000Z
3,261820,2025-11-20T01:00:00.000Z,Pelicans vs Nuggets,Pelicans +13.5,-115,2,88,The Nuggets just lost outright as -13.5 favorites. The Pelicans covered +17.5 recently. Backing large home dogs against road favorites prone to underperforming is a high-value spot.,112-118,1,0,0,0,0,0,600,-950,,233.5,-114,-108.0,13.5,-115,-13.5,-105,2025-11-19T15:38:00.000Z
4,261819,2025-11-20T01:00:00.000Z,Thunder vs Kings,Thunder -18.5,-110,2,86,"A massive number, but Thunder are an elite home team. While the Nuggets loss is a caution, the Wolves' dominance suggests elite teams can cover huge spreads against inferior competition.",130-105,1,0,0,0,0,0,-1981,1100,,231.5,-115,-111.0,-18.5,-110,18.5,-110,2025-11-19T15:38:00.000Z
5,261818,2025-11-20T00:00:00.000Z,76ers vs Raptors,76ers +2.5,-115,2,84,"The Raptors failed to cover -8.5 recently. The 76ers catching points at home offers value, flipping the script from when they struggled as favorites.",118-116,1,0,0,0,0,0,114,-135,,233.5,-114,-110.0,2.5,-115,-2.5,-105,2025-11-19T15:38:00.000Z
6,261815,2025-11-20T00:00:00.000Z,Cavaliers vs Rockets,Cavaliers +1.5,-108,2,82,"Home underdog in a near pick'em. In a tight spread scenario, home court advantage is often the deciding factor.",115-113,1,0,0,0,0,0,105,-125,,233.5,-115,-109.0,1.5,-108,-1.5,-112,2025-11-19T15:38:00.000Z
7,261823,2025-11-20T03:00:00.000Z,Trail Blazers vs Bulls,Trail Blazers +4.5,-110,1,78,"Home dog value. The Bulls are favored on the road, but the Blazers getting >1 possession at home aligns with the ""fade road favorites"" approach.",120-122,1,0,0,0,0,0,147,-175,,242.5,-111,-110.0,4.5,-110,-4.5,-110,2025-11-19T15:38:00.000Z
8,261823,2025-11-20T03:00:00.000Z,Trail Blazers vs Bulls,Under 242.5,-110,1,77,"High totals (>240) have split results, but fading extreme offensive expectations is generally safer. 242.5 is a very high bar to clear.",118-115,0,0,0,0,0,1,147,-175,,242.5,-111,-110.0,4.5,-110,-4.5,-110,2025-11-19T15:38:00.000Z
9,261816,2025-11-20T00:00:00.000Z,Pacers vs Hornets,Pacers +1.5,-105,1,75,"Another short home underdog. The Hornets are favored on the road, creating a spot to back the home team at near even money.",116-114,1,0,0,0,0,0,105,-125,,238.5,-105,-112.0,1.5,-105,-1.5,-115,2025-11-19T15:38:00.000Z
10,261822,2025-11-20T02:30:00.000Z,Mavericks vs Knicks,Mavericks +7.5,-110,1,72,"A solid home underdog number. The Knicks are road favorites, but giving 7.5 points on the road is a tall task.",110-114,1,0,0,0,0,0,242,-304,,230.5,-115,-109.0,7.5,-110,-7.5,-110,2025-11-19T15:38:00.000Z
1,261586,2025-11-22T03:00:00.000Z,Jazz vs Thunder,Jazz +16.5,-110,3,92,The Thunder just failed to cover -18.5 on the road. Massive home underdogs (>13 pts) like the Pelicans have been covering. 16.5 is too many points for a road team to lay.,115-126,1,0,0,0,0,0,874,-1475,,233.5,-110,-110.0,16.5,-110,-16.5,-110,2025-11-20T15:26:00.000Z
2,261579,2025-11-22T00:00:00.000Z,Cavaliers vs Pacers,Cavaliers -13.5,-110,3,90,"This spread hits the ""sweet spot"" (-10 to -14) where heavy home favorites (like Pistons, Heat) have dominated, avoiding the variance of -16+ lines.",126-108,1,0,0,0,0,0,-874,575,,237.5,-110,-110.0,-13.5,-110,13.5,-110,2025-11-20T15:26:00.000Z
3,261580,2025-11-22T00:30:00.000Z,Raptors vs Wizards,Raptors -13.5,-115,2,88,"Similar to the Cavs pick. The Wizards are consistently getting blown out, and this number is manageable for a home favorite compared to the -16.5 lines that failed recently.",124-105,1,0,0,0,0,0,-774,560,,239.5,-110,-111.0,-13.5,-115,13.5,-105,2025-11-20T15:26:00.000Z
4,261584,2025-11-22T02:00:00.000Z,Suns vs Timberwolves,Suns +3.5,-105,2,86,"The ""Home Underdog"" trend is 4-2 in the last dataset. Getting more than a possession at home against the Wolves (who are traveling) is excellent value.",114-112,1,0,0,0,0,0,147,-175,,233.5,-110,-110.0,3.5,-105,-3.5,-115,2025-11-20T15:26:00.000Z
5,261826,2025-11-21T01:00:00.000Z,Bucks vs 76ers,Bucks +1.5,-109,2,84,"Another home underdog play. In a near pick'em scenario, home court advantage is often the deciding factor.",116-113,1,0,0,0,0,0,105,-125,,223.5,-110,-110.0,1.5,-109,-1.5,-114,2025-11-20T15:26:00.000Z
6,261824,2025-11-21T00:00:00.000Z,Magic vs Clippers,Magic -5.5,-115,2,82,Magic at home in the -5.5 range aligns with the steady mid-range home favorite trend.,112-105,1,0,0,0,0,0,-221,182,,218.5,-110,-110.0,-5.5,-115,5.5,-105,2025-11-20T15:26:00.000Z
7,261587,2025-11-22T03:00:00.000Z,Warriors vs Trail Blazers,Warriors -6.5,-110,1,80,Warriors at home laying a standard favorite number. Blazers just played a tight one but traveling to Golden State is tough.,118-108,1,0,0,0,0,0,-245,197,,236.5,-114,-110.0,-6.5,-110,6.5,-110,2025-11-20T15:26:00.000Z
8,261582,2025-11-22T01:00:00.000Z,Bulls vs Heat,Under 248.5,-110,1,78,"248.5 is an historically extreme total. While overs have hit recently, asking for nearly 250 points is asking for perfection.",122-120,0,0,0,0,0,1,-135,114,,248.5,-105,-110.0,-2.5,-110,2.5,-110,2025-11-20T15:26:00.000Z
9,261581,2025-11-22T00:30:00.000Z,Celtics vs Nets,Celtics -15.5,-110,1,76,"This is a ""warning track"" play. It's a huge spread (-15.5), and we just saw -16.5 fail. However, Celtics at home vs Nets is a mismatch. 1 unit only due to spread size.",128-110,1,0,0,0,0,0,-1074,711,,221.5,-111,-110.0,-15.5,-110,15.5,-110,2025-11-20T15:26:00.000Z
10,261827,2025-11-21T01:00:00.000Z,Spurs vs Hawks,Spurs -1.5,-105,1,74,"Short home favorite. Spurs have shown competitiveness at home, worth a small play at near even money.",115-110,1,0,0,0,0,0,-111,-107,,233.5,-110,-110.0,-1.5,-105,1.5,-115,2025-11-20T15:26:00.000Z
1,261586,2025-11-22T03:00:00.000Z,Jazz vs Thunder,Jazz +16.5,-112,3,92,The Thunder just failed to cover -18.5 on the road. Massive home underdogs (>13 pts) like the Pelicans have been covering consistently. 16.5 is too many points for a road team to lay.,115-126,1,0,0,0,0,0,900,-1450,,233.5,-110,-110.0,16.5,-112,-16.5,-108,2025-11-21T23:30:00.000Z
2,261584,2025-11-22T02:00:00.000Z,Suns vs Timberwolves,Suns +3.5,-105,3,90,"The ""Home Underdog"" trend is 4-0 in the last major dataset. Getting more than a possession at home against a traveling Wolves team is excellent value.",114-112,1,0,0,0,0,0,154,-180,,231.5,-110,-112.0,3.5,-105,-3.5,-115,2025-11-21T23:30:00.000Z
3,261587,2025-11-22T03:00:00.000Z,Warriors vs Trail Blazers,Warriors -9.5,-110,2,88,"Fits the ""Safe Home Favorite"" zone (<10 points). Warriors at home against a Blazers team that struggles on the road is a high-percentage play.",124-110,1,0,0,0,0,0,-425,330,,237.0,-114,-106.0,-9.5,-110,9.5,-110,2025-11-21T23:30:00.000Z
4,261585,2025-11-22T02:30:00.000Z,Rockets vs Nuggets,Rockets -2.5,-110,2,86,"Nuggets are 0-2 ATS recently in this dataset, including an outright loss as big favorites. Rockets at home laying a short number is the sharp side.",120-114,1,0,0,0,0,0,-142,120,,235.5,-110,-110.0,-2.5,-110,2.5,-110,2025-11-21T23:30:00.000Z
5,261582,2025-11-22T01:00:00.000Z,Bulls vs Heat,Under 249.5,-105,2,84,"249.5 is an historically extreme total. While offense is up, asking for 250 points is asking for perfection. Regression to the mean favors the Under.",122-120,0,0,0,0,0,1,-141,120,,249.5,-115,-105.0,-2.5,-110,2.5,-110,2025-11-21T23:30:00.000Z
6,261579,2025-11-22T00:00:00.000Z,Cavaliers vs Pacers,Cavaliers -14.5,-106,2,82,"-14.5 is high, but the reduced juice (-106) signals value. Cavs fit the ""heavy home favorite"" trend that worked for the Pistons and Heat, avoiding the -16+ danger zone.",128-110,1,0,0,0,0,0,-1050,625,,241.5,-112,-110.0,-14.5,-106,14.5,-114,2025-11-21T23:30:00.000Z
7,261583,2025-11-22T01:30:00.000Z,Mavericks vs Pelicans,Mavericks -4.5,-105,2,80,"Mavs at home laying a manageable number with reduced juice (-105). Pelicans have been covering as dogs, but road dynamics favor Dallas here.",118-110,1,0,0,0,0,0,-179,150,,233.5,-110,-109.0,-4.5,-105,4.5,-115,2025-11-21T23:30:00.000Z
8,261827,2025-11-21T01:00:00.000Z,Spurs vs Hawks,Spurs -1.5,-105,1,78,Short home favorite. Spurs have been competitive at home and this near pick'em price offers good value.,115-110,1,0,0,0,0,0,-111,-107,,233.5,-110,-110.0,-1.5,-105,1.5,-115,2025-11-21T23:30:00.000Z
9,261824,2025-11-21T00:00:00.000Z,Magic vs Clippers,Magic -5.5,-115,1,76,"Magic fits the steady mid-range home favorite trend (-5.5) that has been profitable (e.g., Magic win on Nov 20).",112-105,1,0,0,0,0,0,-221,182,,218.5,-110,-110.0,-5.5,-115,5.5,-105,2025-11-21T23:30:00.000Z
10,261826,2025-11-21T01:00:00.000Z,Bucks vs 76ers,Bucks +1.5,-109,1,74,"Another home underdog play. In a near pick'em scenario, home court advantage is often the deciding factor.",116-113,1,0,0,0,0,0,105,-125,,223.5,-110,-110.0,1.5,-109,-1.5,-114,2025-11-21T23:30:00.000Z
1,261832,2025-11-23T01:00:00.000Z,Bucks vs Pistons,Under 223.0,-110,3,94,Major Reverse Line Movement (93% tickets on Over line dropped),108-110,0,0,0,0,0,1,277,-342,,223.0,-110,-110.0,8.5,-115,-8.5,-105,2025-11-22T10:19:27.000Z
2,261834,2025-11-23T03:00:00.000Z,Nuggets vs Kings,Kings +10.5,-110,3,91,Sharp money differential (Money % > Ticket %),114-108,0,0,1,0,0,0,-600,410,,236.0,-110,-110.0,-10.5,-110,10.5,-110,2025-11-22T10:19:27.000Z
3,261831,2025-11-23T01:00:00.000Z,Bulls vs Wizards,Wizards +12.5,-110,2,86,Sharp value on huge road dog (Money % > Ticket %),122-114,0,0,1,0,0,0,-750,500,,243.5,-115,-105.0,-12.5,-110,12.5,-110,2025-11-22T10:19:27.000Z
4,261829,2025-11-22T22:00:00.000Z,Magic vs Knicks,Magic -1.5,-110,2,84,Strong Sharp Money on Home ML/Spread,112-108,1,0,0,0,0,0,-116,-103,,230.5,-110,-110.0,-1.5,-110,1.5,-110,2025-11-22T10:19:27.000Z
6,261833,2025-11-23T01:30:00.000Z,Mavericks vs Grizzlies,Mavericks -115,-115,2,80,Money percentage higher than ticket percentage on ML,116-112,0,1,0,0,0,0,-115,-105,,229.5,-110,-110.0,-1.5,-105,1.5,-115,2025-11-22T10:19:27.000Z
7,261830,2025-11-23T00:00:00.000Z,Pelicans vs Hawks,Pelicans +8.5,-105,1,78,Fading massive public steam on Hawks (75% tickets),110-115,1,0,0,0,0,0,315,-395,,231.5,-109,-112.0,8.5,-105,-8.5,-115,2025-11-22T10:19:27.000Z
8,261829,2025-11-22T22:00:00.000Z,Magic vs Knicks,Under 230.5,-110,1,76,Fading 87% Public consensus on Over,112-108,0,0,0,0,0,1,-116,-103,,230.5,-110,-110.0,-1.5,-110,1.5,-110,2025-11-22T10:19:27.000Z
9,261834,2025-11-23T03:00:00.000Z,Nuggets vs Kings,Under 236.0,-110,1,74,Reverse Line Movement on Total,114-108,0,0,0,0,0,1,-600,410,,236.0,-110,-110.0,-10.5,-110,10.5,-110,2025-11-22T10:19:27.000Z
10,261590,2025-11-26T04:00:00.000Z,Lakers vs Clippers,Lakers +1.5,-122,1,72,Home Dog value in rivalry spot,111-113,1,0,0,0,0,0,-110,-110,,223.5,-105,-115.0,1.5,-122,-1.5,102,2025-11-22T10:19:27.000Z
1,261839,2025-11-23T23:00:00.000Z,Hawks vs Hornets,Under 231.5,-110,3,96,Extreme Reverse Line Movement (91% tickets on Over line dropped 2 pts),112-108,0,0,0,0,0,1,-272,227,,231.5,-110,-110.0,-7.5,-110,7.5,-110,2025-11-23T09:58:07.000Z
2,261836,2025-11-23T23:00:00.000Z,Raptors vs Nets,Under 228.5,-110,3,94,Massive RLM (92% tickets on Over line dropped 2 pts),109-106,0,0,0,0,0,1,-750,512,,228.5,-114,-110.0,-12.5,-110,12.5,-110,2025-11-23T09:58:07.000Z
3,261836,2025-11-23T23:00:00.000Z,Raptors vs Nets,Nets +12.5,-110,3,92,Spread RLM (Line dropped towards Nets despite heavy Raptors public bets),109-106,0,0,1,0,0,0,-750,512,,228.5,-114,-110.0,-12.5,-110,12.5,-110,2025-11-23T09:58:07.000Z
4,261841,2025-11-24T01:00:00.000Z,Suns vs Spurs,Spurs +2.5,-105,2,88,Sharp Movement (Line moved -3.5 to -2.5 against public support for Suns),115-114,0,0,1,0,0,0,-148,124,,234.5,-110,-110.0,-2.5,-115,2.5,-105,2025-11-23T09:58:07.000Z
5,261838,2025-11-23T23:00:00.000Z,Cavaliers vs Clippers,Under 229.5,-112,2,85,Fading 93% Public Consensus on Over,110-108,0,0,0,0,0,1,-395,305,,229.5,-105,-112.0,-8.5,-110,8.5,-110,2025-11-23T09:58:07.000Z
6,261837,2025-11-23T23:00:00.000Z,Celtics vs Magic,Celtics -4.5,-110,2,82,Line Freeze (Books holding line despite 67% tickets on Magic),116-108,1,0,0,0,0,0,-185,154,,222.5,-110,-110.0,-4.5,-110,4.5,-110,2025-11-23T09:58:07.000Z
7,261840,2025-11-24T00:00:00.000Z,Thunder vs Trail Blazers,Under 233.5,-110,1,79,Contrarian play fading 92% public tickets on Over,115-108,0,0,0,0,0,1,-1200,724,,233.5,-110,-110.0,-15.5,-115,15.5,-105,2025-11-23T09:58:07.000Z
8,261835,2025-11-23T18:00:00.000Z,76ers vs Heat,76ers -1.5,-105,1,78,Fade Public Dog (61% tickets on Heat but 76ers still favorite),118-114,1,0,0,0,0,0,-115,-105,,241.5,-105,-110.0,-1.5,-105,1.5,-115,2025-11-23T09:58:07.000Z
9,261842,2025-11-24T01:00:00.000Z,Jazz vs Lakers,Under 244.5,-109,1,76,Slight RLM and fading 73% ticket percentage on Over,118-116,0,0,0,0,0,1,322,-417,,244.5,-118,-109.0,9.5,-110,-9.5,-110,2025-11-23T09:58:07.000Z
10,261841,2025-11-24T01:00:00.000Z,Suns vs Spurs,Under 234.5,-110,1,75,Contrarian play against 91% public Over tickets,115-114,0,0,0,0,0,1,-148,124,,234.5,-110,-110.0,-2.5,-115,2.5,-105,2025-11-23T09:58:07.000Z
1,261848,2025-11-25T01:00:00.000Z,Bucks vs Trail Blazers,Under 230.5,-110,3,96,Extreme Reverse Line Movement (Line dropped 6pts despite 82% Over tickets),112-108,0,0,0,0,0,1,-115,-105,,230.5,-110,-110.0,-1.5,-105,1.5,-115,2025-11-24T15:22:47.000Z
2,261843,2025-11-25T00:00:00.000Z,Raptors vs Cavaliers,Under 232.0,-110,3,94,Strong RLM (Line dropped 3.5pts despite 84% Over tickets),110-108,0,0,0,0,0,1,-115,-105,,232.0,-110,-110.0,-1.5,-105,1.5,-115,2025-11-24T15:22:47.000Z
3,261847,2025-11-25T01:00:00.000Z,Pelicans vs Bulls,Bulls -5.5,-110,3,92,Massive Sharp Money (76% Money on 20% Tickets),110-120,0,0,1,0,0,0,180,-219,,244.0,-110,-110.0,5.5,-110,-5.5,-110,2025-11-24T15:22:47.000Z
4,261850,2025-11-25T02:30:00.000Z,Suns vs Rockets,Under 224.5,-115,3,90,Fading 93% Public Consensus on Over (Line dropped 3pts),108-112,0,0,0,0,0,1,190,-225,,224.5,-105,-115.0,6.5,-110,-6.5,-110,2025-11-24T15:22:47.000Z
5,261849,2025-11-25T01:00:00.000Z,Grizzlies vs Nuggets,Grizzlies +7.5,-105,2,85,Sharp value on home dog (Money % > Ticket %),112-115,1,0,0,0,0,0,270,-340,,234.5,-115,-110.0,7.5,-105,-7.5,-115,2025-11-24T15:22:47.000Z
6,261846,2025-11-25T00:30:00.000Z,Heat vs Mavericks,Under 240.5,-109,2,82,Public on Over but money not supporting (Ticket % >> Money %),115-118,0,0,0,0,0,1,-297,235,,240.5,-114,-109.0,-7.5,-112,7.5,-108,2025-11-24T15:22:47.000Z
7,261846,2025-11-25T00:30:00.000Z,Heat vs Mavericks,Mavericks +7.5,-108,1,79,Contrarian Play (23% Money on 15% Tickets),115-118,0,0,1,0,0,0,-297,235,,240.5,-114,-109.0,-7.5,-112,7.5,-108,2025-11-24T15:22:47.000Z
8,261850,2025-11-25T02:30:00.000Z,Suns vs Rockets,Suns +6.5,-110,1,78,Sharp lean on Home Dog (Money % > Ticket %),108-112,1,0,0,0,0,0,190,-225,,224.5,-105,-115.0,6.5,-110,-6.5,-110,2025-11-24T15:22:47.000Z
9,261851,2025-11-25T03:00:00.000Z,Kings vs Timberwolves,Timberwolves -9.5,-115,1,76,Money percentage higher than ticket percentage,112-124,0,0,1,0,0,0,330,-397,,236.5,-115,-109.0,9.5,-105,-9.5,-115,2025-11-24T15:22:47.000Z
10,261852,2025-11-25T03:00:00.000Z,Warriors vs Jazz,Warriors -13.5,-110,1,75,Slight money edge on favorite,128-112,1,0,0,0,0,0,-950,572,,239.5,-112,-112.0,-13.5,-110,13.5,-105,2025-11-24T15:22:47.000Z
1,261590,2025-11-26T04:00:00.000Z,Lakers vs Clippers,Lakers -6.5,-105,3,98,Massive 8pt Line Swing against Public (75% tickets on Clippers),115-106,1,0,0,0,0,0,-264,220,,229.5,-110,-110.0,-6.5,-105,6.5,-105,2025-11-25T15:48:56.000Z
2,261593,2025-11-27T00:30:00.000Z,Heat vs Bucks,Bucks +6.5,-110,3,95,Sharp Money Divergence (67% Money on Bucks vs 32% Tickets),115-112,0,0,1,0,0,0,-255,205,,233.5,-110,-110.0,-6.5,-110,6.5,-110,2025-11-25T15:48:56.000Z
3,261605,2025-11-27T03:00:00.000Z,Warriors vs Rockets,Warriors -1.5,-100,3,93,Reverse Line Movement (Dog to Fav) against public support for Rockets,114-110,1,0,0,0,0,0,-110,-110,,224.5,-115,-105.0,-1.5,-100,1.5,-120,2025-11-25T15:48:56.000Z
4,261600,2025-11-27T00:30:00.000Z,Raptors vs Pacers,Under 235.5,-110,2,88,Fading Public Consensus (76% tickets on Over line flat),112-115,0,0,0,0,0,1,-410,320,,235.5,-110,-110.0,-9.5,-110,9.5,-110,2025-11-25T15:48:56.000Z
5,261591,2025-11-26T22:00:00.000Z,Celtics vs Pistons,Pistons -3.5,-110,2,85,Major Roster News Implied (Line moved 5pts towards Pistons),105-112,0,0,1,0,0,0,136,-162,,228.5,-115,-111.0,3.5,-110,-3.5,-110,2025-11-25T15:48:56.000Z
6,261603,2025-11-27T03:00:00.000Z,Trail Blazers vs Spurs,Trail Blazers -2.5,-116,2,82,Money Percentage (57%) higher than Ticket Percentage (43%),120-115,1,0,0,0,0,0,-145,122,,238.5,-105,-110.0,-2.5,-116,2.5,-105,2025-11-25T15:48:56.000Z
7,261592,2025-11-27T00:00:00.000Z,Hornets vs Knicks,Under 236.5,-111,1,79,Books holding line despite 67% tickets on Over,110-118,0,0,0,0,0,1,235,-298,,236.5,-112,-111.0,7.5,-115,-7.5,-105,2025-11-25T15:48:56.000Z
8,261589,2025-11-26T01:00:00.000Z,76ers vs Magic,Magic -4.5,-105,1,77,Steam Move (Line -1.5 to -4.5) with Money Support,108-116,0,0,1,0,0,0,154,-185,,227.5,-110,-110.0,4.5,-115,-4.5,-105,2025-11-25T15:48:56.000Z
9,261602,2025-11-27T01:00:00.000Z,Pelicans vs Grizzlies,Under 233.5,-110,1,75,Contrarian play against majority Over tickets,112-115,0,0,0,0,0,1,114,-133,,233.5,-110,-110.0,2.5,-110,-2.5,-110,2025-11-25T15:48:56.000Z
1,261612,2025-11-29T02:30:00.000Z,Thunder vs Suns,Thunder -14.5,-115,3,92,"The Thunder are massive favorites at home. Their recent performance suggests they can cover this large spread against a struggling Suns team, especially given the Sun's road form. High confidence due to matchup and home court advantage.",124-105,1,0,0,0,0,0,-1100,650,,224.5,-105,-114.0,-14.5,-115,14.5,-105,2025-11-28T11:33:10.000Z
2,261611,2025-11-29T00:30:00.000Z,Nets vs 76ers,Nets +7.5,-112,3,91,"The Nets are at home and the line movement has seen the spread increase, suggesting potential value on the home underdog. The 76ers are solid, but a spread this large in a division game often favors the dog, aligning with our successful Away Spread/Dog pattern.",110-116,1,0,0,0,0,0,225,-285,,222.5,-110,-110.0,7.5,-112,-7.5,-108,2025-11-28T11:33:10.000Z
3,261607,2025-11-29T00:30:00.000Z,Pacers vs Wizards,Over 239.5,-115,3,90,"Both the Pacers and Wizards have high-paced offenses and poor defenses, creating a high-scoring environment. The historical success of our Over/Under picks makes this a high-confidence play.",125-118,0,0,0,0,1,0,-276,225,,239.5,-115,-110.0,-6.5,-115,6.5,-105,2025-11-28T11:33:10.000Z
4,261616,2025-11-29T03:00:00.000Z,Lakers vs Mavericks,Under 231.5,-110,2,89,"Both teams have shown a tendency to play slightly slower and focus on half-court offense, especially in late games. This total feels a bit inflated based on recent trends for both teams. Prioritizing our successful Under pattern.",114-110,0,0,0,0,0,1,-410,322,,231.5,-110,-110.0,-9.5,-110,9.5,-110,2025-11-28T11:33:10.000Z
5,261609,2025-11-29T00:30:00.000Z,Hornets vs Bulls,Under 248.5,-110,2,85,"This total is extremely high. While both teams can score, a total this high is often difficult to hit, especially if either team's pace slows down or if there is regression to the mean in three-point shooting.",120-125,0,0,0,0,0,1,124,-148,,248.5,-111,-110.0,3.5,-115,-3.5,-105,2025-11-28T11:33:10.000Z
6,261615,2025-11-29T03:00:00.000Z,Clippers vs Grizzlies,Grizzlies +6.5,-110,2,82,"The Grizzlies are a scrappy team and 6.5 points against the Clippers feels too generous, aligning with our profitable Away Spread/Dog strategy. The Clippers' offense can be inconsistent.",113-115,0,0,1,0,0,0,-250,205,,224.5,-105,-110.0,-6.5,-110,6.5,-110,2025-11-28T11:33:10.000Z
7,261606,2025-11-29T00:30:00.000Z,Knicks vs Bucks,Knicks -8.5,-110,1,79,"The Knicks are playing very well at home and the Bucks are on the road. The spread is large, but the public money is heavily on the Knicks' ML and Spread, which often indicates strong conviction in the favorite's form.",120-109,1,0,0,0,0,0,-322,270,,231.0,-110,-110.0,-8.5,-110,8.5,-110,2025-11-28T11:33:10.000Z
