game_id,start_time,league_name,home_team,away_team,home_score,away_score,status
261601,2025-11-27T00:30:00.000Z,nba,Thunder,Timberwolves,113,105,complete
261602,2025-11-27T01:00:00.000Z,nba,Pelicans,Grizzlies,128,133,complete
261591,2025-11-26T22:00:00.000Z,nba,Celtics,Pistons,117,114,complete
261592,2025-11-27T00:00:00.000Z,nba,Hornets,Knicks,101,129,complete
261593,2025-11-27T00:30:00.000Z,nba,Heat,Bucks,106,103,complete
261600,2025-11-27T00:30:00.000Z,nba,Raptors,Pacers,97,95,complete
261601,2025-11-27T00:30:00.000Z,nba,Thunder,Timberwolves,113,105,complete
261602,2025-11-27T01:00:00.000Z,nba,Pelicans,Grizzlies,128,133,complete
261591,2025-11-26T22:00:00.000Z,nba,Celtics,Pistons,117,114,complete
261592,2025-11-27T00:00:00.000Z,nba,Hornets,Knicks,101,129,complete
261593,2025-11-27T00:30:00.000Z,nba,Heat,Bucks,106,103,complete
261600,2025-11-27T00:30:00.000Z,nba,Raptors,Pacers,97,95,complete
261601,2025-11-27T00:30:00.000Z,nba,Thunder,Timberwolves,113,105,complete
261602,2025-11-27T01:00:00.000Z,nba,Pelicans,Grizzlies,128,133,complete
261591,2025-11-26T22:00:00.000Z,nba,Celtics,Pistons,117,114,complete
261592,2025-11-27T00:00:00.000Z,nba,Hornets,Knicks,101,129,complete
261593,2025-11-27T00:30:00.000Z,nba,Heat,Bucks,106,103,complete
261600,2025-11-27T00:30:00.000Z,nba,Raptors,Pacers,97,95,complete
261601,2025-11-27T00:30:00.000Z,nba,Thunder,Timberwolves,113,105,complete
261602,2025-11-27T01:00:00.000Z,nba,Pelicans,Grizzlies,128,133,complete
261591,2025-11-26T22:00:00.000Z,nba,Celtics,Pistons,117,114,complete
261592,2025-11-27T00:00:00.000Z,nba,Hornets,Knicks,101,129,complete
261593,2025-11-27T00:30:00.000Z,nba,Heat,Bucks,106,103,complete
261600,2025-11-27T00:30:00.000Z,nba,Raptors,Pacers,97,95,complete
261601,2025-11-27T00:30:00.000Z,nba,Thunder,Timberwolves,113,105,complete
261602,2025-11-27T01:00:00.000Z,nba,Pelicans,Grizzlies,128,133,complete
261603,2025-11-27T03:00:00.000Z,nba,Trail Blazers,Spurs,102,115,complete
261604,2025-11-27T03:00:00.000Z,nba,Kings,Suns,100,112,complete
261605,2025-11-27T03:00:00.000Z,nba,Warriors,Rockets,100,104,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261612,2025-11-29T02:30:00.000Z,nba,Thunder,Suns,123,119,complete
261613,2025-11-29T02:30:00.000Z,nba,Nuggets,Spurs,136,139,complete
261614,2025-11-29T02:30:00.000Z,nba,Jazz,Kings,128,119,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261612,2025-11-29T02:30:00.000Z,nba,Thunder,Suns,123,119,complete
261613,2025-11-29T02:30:00.000Z,nba,Nuggets,Spurs,136,139,complete
261614,2025-11-29T02:30:00.000Z,nba,Jazz,Kings,128,119,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261612,2025-11-29T02:30:00.000Z,nba,Thunder,Suns,123,119,complete
261613,2025-11-29T02:30:00.000Z,nba,Nuggets,Spurs,136,139,complete
261614,2025-11-29T02:30:00.000Z,nba,Jazz,Kings,128,119,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261612,2025-11-29T02:30:00.000Z,nba,Thunder,Suns,123,119,complete
261613,2025-11-29T02:30:00.000Z,nba,Nuggets,Spurs,136,139,complete
261614,2025-11-29T02:30:00.000Z,nba,Jazz,Kings,128,119,complete
261606,2025-11-29T00:30:00.000Z,nba,Knicks,Bucks,118,109,complete
261607,2025-11-29T00:30:00.000Z,nba,Pacers,Wizards,119,86,complete
261608,2025-11-29T00:30:00.000Z,nba,Pistons,Magic,109,112,complete
261609,2025-11-29T00:30:00.000Z,nba,Hornets,Bulls,123,116,complete
261610,2025-11-29T00:30:00.000Z,nba,Hawks,Cavaliers,130,123,complete
261611,2025-11-29T00:30:00.000Z,nba,Nets,76ers,103,115,complete
261612,2025-11-29T02:30:00.000Z,nba,Thunder,Suns,123,119,complete
261613,2025-11-29T02:30:00.000Z,nba,Nuggets,Spurs,136,139,complete
261614,2025-11-29T02:30:00.000Z,nba,Jazz,Kings,128,119,complete
261615,2025-11-29T03:00:00.000Z,nba,Clippers,Grizzlies,107,112,complete
261616,2025-11-29T03:00:00.000Z,nba,Lakers,Mavericks,129,119,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261875,2025-12-02T02:00:00.000Z,nba,Jazz,Rockets,133,125,complete
261876,2025-12-02T02:00:00.000Z,nba,Nuggets,Mavericks,121,131,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261875,2025-12-02T02:00:00.000Z,nba,Jazz,Rockets,133,125,complete
261876,2025-12-02T02:00:00.000Z,nba,Nuggets,Mavericks,121,131,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261875,2025-12-02T02:00:00.000Z,nba,Jazz,Rockets,133,125,complete
261876,2025-12-02T02:00:00.000Z,nba,Nuggets,Mavericks,121,131,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261875,2025-12-02T02:00:00.000Z,nba,Jazz,Rockets,133,125,complete
261876,2025-12-02T02:00:00.000Z,nba,Nuggets,Mavericks,121,131,complete
261869,2025-12-02T00:00:00.000Z,nba,Pacers,Cavaliers,119,135,complete
261870,2025-12-02T00:00:00.000Z,nba,Wizards,Bucks,129,126,complete
261871,2025-12-02T00:00:00.000Z,nba,Pistons,Hawks,99,98,complete
261872,2025-12-02T00:30:00.000Z,nba,Nets,Hornets,116,103,complete
261873,2025-12-02T00:30:00.000Z,nba,Magic,Bulls,125,120,complete
261874,2025-12-02T00:30:00.000Z,nba,Heat,Clippers,140,123,complete
261875,2025-12-02T02:00:00.000Z,nba,Jazz,Rockets,133,125,complete
261876,2025-12-02T02:00:00.000Z,nba,Nuggets,Mavericks,121,131,complete
261877,2025-12-02T03:00:00.000Z,nba,Lakers,Suns,108,125,complete
261878,2025-12-03T00:00:00.000Z,nba,76ers,Wizards,121,102,complete
261879,2025-12-03T00:30:00.000Z,nba,Raptors,Trail Blazers,121,118,complete
261880,2025-12-03T01:00:00.000Z,nba,Celtics,Knicks,123,117,complete
261881,2025-12-03T01:00:00.000Z,nba,Spurs,Grizzlies,126,119,complete
261882,2025-12-03T01:00:00.000Z,nba,Pelicans,Timberwolves,142,149,complete
261883,2025-12-03T04:00:00.000Z,nba,Warriors,Thunder,112,124,complete
261910,2025-12-06T22:00:00.000Z,nba,Nets,Pelicans,119,101,complete
261911,2025-12-07T00:00:00.000Z,nba,Wizards,Hawks,116,131,complete
261910,2025-12-06T22:00:00.000Z,nba,Nets,Pelicans,119,101,complete
261911,2025-12-07T00:00:00.000Z,nba,Wizards,Hawks,116,131,complete
261910,2025-12-06T22:00:00.000Z,nba,Nets,Pelicans,119,101,complete
261911,2025-12-07T00:00:00.000Z,nba,Wizards,Hawks,116,131,complete
261910,2025-12-06T22:00:00.000Z,nba,Nets,Pelicans,119,101,complete
261911,2025-12-07T00:00:00.000Z,nba,Wizards,Hawks,116,131,complete
261910,2025-12-06T22:00:00.000Z,nba,Nets,Pelicans,119,101,complete
261911,2025-12-07T00:00:00.000Z,nba,Wizards,Hawks,116,131,complete
261912,2025-12-07T00:30:00.000Z,nba,Cavaliers,Warriors,94,99,complete
261913,2025-12-07T00:30:00.000Z,nba,Pistons,Bucks,124,112,complete
261914,2025-12-07T01:00:00.000Z,nba,Heat,Kings,111,127,complete
261915,2025-12-07T01:00:00.000Z,nba,Timberwolves,Clippers,109,106,complete
261916,2025-12-07T01:30:00.000Z,nba,Mavericks,Rockets,122,109,complete
261924,2025-12-09T00:00:00.000Z,nba,Pacers,Kings,116,105,complete
261925,2025-12-09T00:30:00.000Z,nba,Timberwolves,Suns,105,108,complete
261926,2025-12-09T01:00:00.000Z,nba,Pelicans,Spurs,132,135,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
282886,2025-12-09T23:00:00.000Z,nba,Magic,Heat,117,108,complete
