rank,model,date,game_id,match,home_score,away_score,pick,odds,units,bet_result,bet_payout
7,v2,2025-10-26,261669,Wizards vs Hornets,113.0,139.0,Over 238.5,-110,2,win,1.818181818181818
8,v2,2025-10-26,261672,Timberwolves vs Pacers,114.0,110.0,Pacers +12.5,-111,2,win,1.8018018018018016
9,v2,2025-10-26,261667,Spurs vs Nets,118.0,107.0,Nets +11.5,-112,1,loss,-1.0
10,v2,2025-10-27,261549,Pistons vs Cavaliers,95.0,116.0,Cavaliers ML,-122,1,win,0.819672131147541
1,v2,2025-10-26,261675,Kings vs Lakers,120.0,127.0,Lakers ML,118,3,win,3.54
2,v2,2025-10-26,261670,Heat vs Knicks,115.0,107.0,Knicks ML,-148,3,loss,-3.0
3,v2,2025-10-26,261671,Cavaliers vs Bucks,118.0,113.0,Bucks +6.5,-105,3,win,2.8571428571428568
4,v2,2025-10-26,261673,Mavericks vs Raptors,139.0,129.0,Raptors ML,-115,3,loss,-3.0
5,v2,2025-10-26,261674,Clippers vs Trail Blazers,114.0,107.0,Blazers +8,-109,2,win,1.834862385321101
6,v2,2025-10-26,261672,Timberwolves vs Pacers,114.0,110.0,Pacers +12.5,-110,2,win,1.818181818181818
7,v2,2025-10-26,261669,Wizards vs Hornets,113.0,139.0,Hornets ML,105,2,win,2.1
8,v2,2025-10-27,261549,Pistons vs Cavaliers,95.0,116.0,Under 228.5,-110,1,win,0.9090909090909092
9,v2,2025-10-27,261550,Timberwolves vs Nuggets,114.0,127.0,Nuggets ML,-115,1,win,0.8695652173913043
10,v2,2025-10-26,261669,Wizards vs Hornets,113.0,139.0,Over 239.0,-109,1,win,0.9174311926605504
1,v2,2025-10-27,261550,Timberwolves vs Nuggets,114.0,127.0,Nuggets ML,-250,3,win,1.2000000000000002
2,v2,2025-10-27,261679,Pelicans vs Celtics,90.0,122.0,Celtics ML,105,3,win,3.1500000000000004
3,v2,2025-10-27,261681,Mavericks vs Thunder,94.0,101.0,Mavericks +8.5,-115,3,win,2.608695652173913
4,v2,2025-10-27,261683,Warriors vs Grizzlies,131.0,118.0,Grizzlies +8.5,-111,3,loss,-3.0
5,v2,2025-10-27,261680,Spurs vs Raptors,121.0,103.0,Raptors +4.5,-105,2,loss,-2.0
6,v2,2025-10-27,261682,Jazz vs Suns,138.0,134.0,Suns ML,-102,2,loss,-2.0
7,v2,2025-10-27,261676,76ers vs Magic,136.0,124.0,Magic ML,-220,2,loss,-2.0
8,v2,2025-10-27,261678,Rockets vs Nets,137.0,109.0,Nets +15.5,-105,2,loss,-2.0
9,v2,2025-10-27,261677,Bulls vs Hawks,128.0,123.0,Hawks ML,-140,2,loss,-2.0
1,v2,2025-10-28,261688,Thunder vs Kings,107.0,101.0,Kings +10.5,-112,3,win,2.678571428571429
2,v2,2025-10-28,261687,Bucks vs Knicks,121.0,111.0,Knicks ML,-120,3,loss,-3.0
3,v2,2025-10-28,261685,Wizards vs 76ers,134.0,139.0,76ers ML,-180,3,win,1.6666666666666667
4,v2,2025-10-28,261686,Heat vs Hornets,144.0,117.0,Hornets +6.5,-115,3,loss,-3.0
5,v2,2025-10-28,261689,Warriors vs Clippers,98.0,79.0,Warriors +2.5,-115,3,win,2.608695652173913
6,v2,2025-10-29,261690,Celtics vs Cavaliers,125.0,105.0,Cavaliers +4.5,-112,2,loss,-2.0
7,v2,2025-10-29,261692,Raptors vs Rockets,121.0,139.0,Raptors +5,-110,2,loss,-2.0
8,v2,2025-10-29,261693,Nets vs Hawks,112.0,117.0,Hawks ML,-345,2,win,0.5797101449275363
9,v2,2025-10-29,261691,Pistons vs Magic,135.0,116.0,Magic ML,-108,2,loss,-2.0
10,v2,2025-10-28,261686,Heat vs Hornets,144.0,117.0,Over 241.5,-110,1,win,0.9090909090909092
1,v2,2025-10-29,261693,Nets vs Hawks,112.0,117.0,Hawks -7.5,-110,3,loss,-3.0
2,v2,2025-10-29,261690,Celtics vs Cavaliers,125.0,105.0,Celtics +4.5,-109,3,win,2.752293577981652
3,v2,2025-10-29,261692,Raptors vs Rockets,121.0,139.0,Rockets -5.0,-110,3,win,2.727272727272727
4,v2,2025-10-29,261694,Bulls vs Kings,126.0,113.0,Bulls -5.0,-108,2,win,1.851851851851852
5,v2,2025-10-29,261695,Mavericks vs Pacers,107.0,105.0,Mavericks -6.5,-105,2,loss,-2.0
1,v2,2025-10-30,261702,Thunder vs Wizards,127.0,108.0,Thunder -15.5,-110,3,win,2.727272727272727
2,v2,2025-10-30,261703,Spurs vs Heat,107.0,101.0,Spurs -6.5,-105,3,push,0.0
3,v2,2025-10-30,261701,Bucks vs Warriors,120.0,110.0,Warriors -3.5,-105,3,loss,-3.0
4,v2,2025-10-31,261555,Grizzlies vs Lakers,112.0,117.0,Lakers +4.5,-108,2,win,1.851851851851852
5,v2,2025-10-31,261554,Bulls vs Knicks,135.0,125.0,Knicks -3.5,-110,2,loss,-2.0
1,v2,2025-10-31,261555,Grizzlies vs Lakers,112.0,117.0,Lakers +1.5,-105,3,win,2.8571428571428568
2,v2,2025-10-31,261552,Pacers vs Hawks,108.0,128.0,Pacers -2.5,-105,3,loss,-3.0
3,v2,2025-10-31,261554,Bulls vs Knicks,135.0,125.0,Knicks -5.5,-105,3,loss,-3.0
4,v2,2025-10-31,261557,Trail Blazers vs Nuggets,109.0,107.0,Nuggets -4.5,-115,2,loss,-2.0
5,v2,2025-10-31,261556,Suns vs Jazz,118.0,96.0,Suns -2.5,-115,2,win,1.7391304347826086
6,v2,2025-10-31,261551,76ers vs Celtics,108.0,109.0,Celtics -1.0,-110,2,push,0.0
7,v2,2025-10-31,261558,Clippers vs Pelicans,126.0,124.0,Clippers -10.5,-115,1,loss,-1.0
1,v2,2025-11-03,261720,Knicks vs Wizards,119.0,102.0,Knicks -12.5,-110,3,win,2.727272727272727
2,v2,2025-11-03,261724,Nuggets vs Kings,130.0,124.0,Nuggets -12.5,-115,3,loss,-3.0
3,v2,2025-11-03,261722,Rockets vs Mavericks,110.0,102.0,Mavericks +12.5,-105,3,win,2.8571428571428568
4,v2,2025-11-03,261725,Trail Blazers vs Lakers,115.0,123.0,Lakers +3.5,-115,3,win,2.608695652173913
5,v2,2025-11-03,261721,Celtics vs Jazz,103.0,105.0,Celtics -10.5,-115,2,loss,-2.0
6,v2,2025-11-03,261719,Pacers vs Bucks,115.0,117.0,Pacers +6.5,-115,2,win,1.7391304347826086
7,v2,2025-11-03,281783,Clippers vs Heat,119.0,120.0,Heat +8.5,-115,2,win,1.7391304347826086
8,v2,2025-11-03,261723,Grizzlies vs Pistons,106.0,114.0,Pistons -4.5,-105,2,win,1.9047619047619049
9,v2,2025-11-03,261718,Nets vs Timberwolves,109.0,125.0,Over 226.5,-115,2,win,1.7391304347826086
10,v2,2025-11-03,261719,Pacers vs Bucks,115.0,117.0,Over 235.5,-108,1,loss,-1.0
1,v2,2025-11-03,261722,Rockets vs Mavericks,110.0,102.0,Mavericks +12.5,-115,3,win,2.608695652173913
2,v2,2025-11-03,261724,Nuggets vs Kings,130.0,124.0,Nuggets -11.5,-114,3,loss,-3.0
3,v2,2025-11-03,261725,Trail Blazers vs Lakers,115.0,123.0,Lakers +8.5,-105,3,win,2.8571428571428568
4,v2,2025-11-03,261723,Grizzlies vs Pistons,106.0,114.0,Grizzlies +3.5,-115,3,loss,-3.0
5,v2,2025-11-03,281783,Clippers vs Heat,119.0,120.0,Heat +7.5,-105,2,win,1.9047619047619049
8,v2,2025-11-03,261722,Rockets vs Mavericks,110.0,102.0,Under 225.5,-110,2,win,1.818181818181818
6,v2,2025-11-04,261730,Warriors vs Suns,118.0,107.0,Warriors -10.5,-110,2,win,1.818181818181818
7,v2,2025-11-04,261729,Pelicans vs Hornets,116.0,112.0,Pelicans -1.5,-110,2,win,1.818181818181818
9,v2,2025-11-04,261731,Clippers vs Thunder,107.0,126.0,Thunder -3.5,-110,1,win,0.9090909090909092
10,v2,2025-11-04,261726,Raptors vs Bucks,128.0,100.0,Bucks +2.5,-105,1,loss,-1.0
1,v2,2025-11-04,261731,Clippers vs Thunder,107.0,126.0,Thunder -7.5,-105,3,win,2.8571428571428568
2,v2,2025-11-04,261726,Raptors vs Bucks,128.0,100.0,Bucks +4.5,-114,3,loss,-3.0
3,v2,2025-11-04,261728,Hawks vs Magic,127.0,112.0,Hawks +3.5,-110,3,win,2.727272727272727
4,v2,2025-11-04,261730,Warriors vs Suns,118.0,107.0,Warriors -11.5,-105,3,loss,-3.0
5,v2,2025-11-04,261727,Bulls vs 76ers,113.0,111.0,76ers +1.5,-118,2,loss,-2.0
6,v2,2025-11-04,261729,Pelicans vs Hornets,116.0,112.0,Pelicans -2.5,-112,2,win,1.7857142857142858
7,v2,2025-11-04,261727,Bulls vs 76ers,113.0,111.0,Over 239.5,-115,2,loss,-2.0
8,v2,2025-11-04,261728,Hawks vs Magic,127.0,112.0,Over 229.5,-112,2,win,1.7857142857142858
9,v2,2025-11-04,261726,Raptors vs Bucks,128.0,100.0,Over 236.0,-110,1,loss,-1.0
10,v2,2025-11-04,261730,Warriors vs Suns,118.0,107.0,Over 233.5,-110,1,loss,-1.0
1,v2,2025-11-05,261737,Grizzlies vs Rockets,109.0,124.0,Rockets -7.5,-110,3,win,2.727272727272727
2,v2,2025-11-05,261741,Trail Blazers vs Thunder,121.0,119.0,Trail Blazers +4.5,-109,3,win,2.752293577981652
3,v2,2025-11-05,261736,Knicks vs Timberwolves,137.0,114.0,Timberwolves +3.5,-105,3,loss,-3.0
4,v2,2025-11-05,261732,Pistons vs Jazz,114.0,103.0,Jazz +10.5,-110,3,loss,-3.0
5,v2,2025-11-05,261742,Lakers vs Spurs,118.0,116.0,Spurs +2.5,-110,2,win,1.818181818181818
6,v2,2025-11-05,261739,Nuggets vs Heat,122.0,112.0,Heat +9.5,-110,2,loss,-2.0
7,v2,2025-11-05,261740,Kings vs Warriors,121.0,116.0,Warriors +2.5,-105,2,loss,-2.0
8,v2,2025-11-05,261738,Mavericks vs Pelicans,99.0,101.0,Pelicans +7.5,-110,2,win,1.818181818181818
9,v2,2025-11-05,261732,Pistons vs Jazz,114.0,103.0,Over 232.5,-110,1,loss,-1.0
10,v2,2025-11-05,261742,Lakers vs Spurs,118.0,116.0,Over 227.5,-112,1,win,0.8928571428571429
1,v2,2025-11-05,261737,Grizzlies vs Rockets,109.0,124.0,Rockets -8.5,-105,3,win,2.8571428571428568
2,v2,2025-11-05,261741,Trail Blazers vs Thunder,121.0,119.0,Trail Blazers +3.5,-105,3,win,2.8571428571428568
4,v2,2025-11-05,261732,Pistons vs Jazz,114.0,103.0,Jazz +9.5,-110,3,loss,-3.0
5,v2,2025-11-05,261742,Lakers vs Spurs,118.0,116.0,Spurs +1.5,-122,2,loss,-2.0
7,v2,2025-11-05,261738,Mavericks vs Pelicans,99.0,101.0,Pelicans +8.5,-114,2,win,1.7543859649122806
8,v2,2025-11-05,261740,Kings vs Warriors,121.0,116.0,Warriors +2.5,-109,2,loss,-2.0
9,v2,2025-11-05,261732,Pistons vs Jazz,114.0,103.0,Over 233.0,-110,1,loss,-1.0
1,v2_perp,2025-11-05,261740,Kings vs Warriors,121.0,116.0,Kings -2.5,-112,2,win,1.7857142857142858
2,v2_perp,2025-11-05,261736,Knicks vs Timberwolves,137.0,114.0,Knicks -3.5,-105,2,win,1.9047619047619049
3,v2_perp,2025-11-05,261739,Nuggets vs Heat,122.0,112.0,Under 241.5,-110,2,win,1.818181818181818
4,v2_perp,2025-11-05,261734,Cavaliers vs 76ers,132.0,121.0,Cavaliers -11.5,-105,2,loss,-2.0
5,v2_perp,2025-11-05,261733,Pacers vs Nets,103.0,112.0,Under 232.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-05,261741,Trail Blazers vs Thunder,121.0,119.0,Under 231.5,-110,2,loss,-2.0
7,v2_perp,2025-11-05,261732,Pistons vs Jazz,114.0,103.0,Pistons -9.5,-110,1,win,0.9090909090909092
8,v2_perp,2025-11-05,261742,Lakers vs Spurs,118.0,116.0,Lakers -1.5,105,1,win,1.05
1,v2,2025-11-06,261743,Suns vs Clippers,115.0,102.0,Clippers +3.5,-115,3,loss,-3.0
9,v2,2025-11-06,261743,Suns vs Clippers,115.0,102.0,Under 224.5,-110,1,win,0.9090909090909092
3,v2_perp,2025-11-06,261743,Suns vs Clippers,115.0,102.0,Under 224.5,-110,2,win,1.818181818181818
2,v2,2025-11-07,261564,Timberwolves vs Jazz,137.0,97.0,Jazz +14.5,-115,3,loss,-3.0
3,v2,2025-11-07,261566,Grizzlies vs Mavericks,118.0,104.0,Mavericks +3.5,-110,3,loss,-3.0
4,v2,2025-11-07,261563,Nets vs Pistons,107.0,125.0,Pistons -8.5,-110,3,win,2.727272727272727
5,v2,2025-11-07,261567,Bucks vs Bulls,126.0,110.0,Bulls +4.5,-110,2,loss,-2.0
6,v2,2025-11-07,261561,Spurs vs Rockets,121.0,110.0,Rockets -2.0,-110,2,loss,-2.0
7,v2,2025-11-07,261568,Nuggets vs Warriors,129.0,104.0,Warriors +5.5,-110,2,loss,-2.0
8,v2,2025-11-07,261569,Kings vs Thunder,101.0,132.0,Thunder -8.5,-110,2,win,1.818181818181818
10,v2,2025-11-07,261565,Heat vs Hornets,126.0,108.0,Heat -6.5,-110,1,win,0.9090909090909092
1,v2,2025-11-07,261563,Nets vs Pistons,107.0,125.0,Pistons -10.5,-110,3,win,2.727272727272727
2,v2,2025-11-07,261564,Timberwolves vs Jazz,137.0,97.0,Timberwolves -12.5,-115,3,win,2.608695652173913
3,v2,2025-11-07,261569,Kings vs Thunder,101.0,132.0,Thunder -9.5,-115,3,win,2.608695652173913
4,v2,2025-11-07,261565,Heat vs Hornets,126.0,108.0,Heat -5.5,-115,2,win,1.7391304347826086
5,v2,2025-11-07,261561,Spurs vs Rockets,121.0,110.0,Rockets -2.5,-115,2,loss,-2.0
6,v2,2025-11-07,261568,Nuggets vs Warriors,129.0,104.0,Warriors +7.5,-110,2,loss,-2.0
7,v2,2025-11-07,261566,Grizzlies vs Mavericks,118.0,104.0,Mavericks +3.5,-105,2,loss,-2.0
8,v2,2025-11-07,261567,Bucks vs Bulls,126.0,110.0,Under 241.5,-115,1,win,0.8695652173913043
1,v2_perp,2025-11-07,261564,Timberwolves vs Jazz,137.0,97.0,Timberwolves -14.5,-105,2,win,1.9047619047619049
2,v2_perp,2025-11-07,261568,Nuggets vs Warriors,129.0,104.0,Under 235.5,-105,2,win,1.9047619047619049
4,v2_perp,2025-11-07,261565,Heat vs Hornets,126.0,108.0,Under 238.5,-109,2,win,1.834862385321101
5,v2_perp,2025-11-07,261563,Nets vs Pistons,107.0,125.0,Pistons -8.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-07,261567,Bucks vs Bulls,126.0,110.0,Under 242.5,-109,2,win,1.834862385321101
7,v2_perp,2025-11-07,261562,Hawks vs Raptors,97.0,109.0,Under 234.5,-115,2,win,1.7391304347826086
8,v2_perp,2025-11-07,261561,Spurs vs Rockets,121.0,110.0,Rockets -2.0,-110,1,loss,-1.0
1,v2_perp,2025-11-07,261564,Timberwolves vs Jazz,137.0,97.0,Timberwolves -12.5,-115,2,win,1.7391304347826086
2,v2_perp,2025-11-07,261559,Wizards vs Cavaliers,114.0,148.0,Cavaliers -13.5,-110,2,win,1.818181818181818
3,v2_perp,2025-11-07,261563,Nets vs Pistons,107.0,125.0,Pistons -10.5,-110,2,win,1.818181818181818
4,v2_perp,2025-11-07,261568,Nuggets vs Warriors,129.0,104.0,Under 229.5,-110,2,loss,-2.0
5,v2_perp,2025-11-07,261565,Heat vs Hornets,126.0,108.0,Under 242.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-07,261567,Bucks vs Bulls,126.0,110.0,Under 241.5,-105,2,win,1.9047619047619049
7,v2_perp,2025-11-07,261562,Hawks vs Raptors,97.0,109.0,Raptors -1.5,105,1,win,1.05
8,v2_perp,2025-11-07,261561,Spurs vs Rockets,121.0,110.0,Rockets -2.5,-115,1,loss,-1.0
1,v2,2025-11-08,261747,Spurs vs Pelicans,126.0,119.0,Spurs -10.5,-112,3,loss,-3.0
2,v2,2025-11-08,261746,Cavaliers vs Bulls,128.0,122.0,Cavaliers -8.5,-110,3,loss,-3.0
3,v2,2025-11-08,261750,Nuggets vs Pacers,117.0,100.0,Nuggets -12.0,-110,3,win,2.727272727272727
4,v2,2025-11-08,261749,Hawks vs Lakers,122.0,102.0,Lakers -3.5,-115,2,loss,-2.0
5,v2,2025-11-08,261745,76ers vs Raptors,130.0,120.0,76ers -5.5,-108,2,win,1.851851851851852
6,v2,2025-11-08,261751,Clippers vs Suns,103.0,114.0,Clippers -5.5,-105,2,loss,-2.0
7,v2,2025-11-08,261748,Heat vs Trail Blazers,136.0,131.0,Trail Blazers +3.5,-110,2,loss,-2.0
8,v2,2025-11-08,261744,Wizards vs Mavericks,105.0,111.0,Mavericks -4.5,-109,1,win,0.9174311926605504
4,v2,2025-11-08,261745,76ers vs Raptors,130.0,120.0,76ers -5.5,-105,2,win,1.9047619047619049
5,v2,2025-11-08,261750,Nuggets vs Pacers,117.0,100.0,Nuggets -10.5,-110,2,win,1.818181818181818
7,v2,2025-11-08,261749,Hawks vs Lakers,122.0,102.0,Lakers -4.5,-112,2,loss,-2.0
1,v2_perp,2025-11-08,261751,Clippers vs Suns,103.0,114.0,Clippers -5.5,-105,2,loss,-2.0
2,v2_perp,2025-11-08,261750,Nuggets vs Pacers,117.0,100.0,Nuggets -12.0,-110,2,win,1.818181818181818
3,v2_perp,2025-11-08,261746,Cavaliers vs Bulls,128.0,122.0,Under 240.0,-110,2,loss,-2.0
4,v2_perp,2025-11-08,261745,76ers vs Raptors,130.0,120.0,76ers -5.5,-108,2,win,1.851851851851852
5,v2_perp,2025-11-08,261744,Wizards vs Mavericks,105.0,111.0,Mavericks -4.5,-109,2,win,1.834862385321101
6,v2_perp,2025-11-08,261748,Heat vs Trail Blazers,136.0,131.0,Under 241.5,-110,2,loss,-2.0
7,v2_perp,2025-11-08,261747,Spurs vs Pelicans,126.0,119.0,Under 224.5,-110,2,loss,-2.0
2,v2_perp,2025-11-08,261751,Clippers vs Suns,103.0,114.0,Clippers -5.5,-105,2,loss,-2.0
3,v2_perp,2025-11-08,261750,Nuggets vs Pacers,117.0,100.0,Nuggets -10.5,-110,2,win,1.818181818181818
5,v2_perp,2025-11-08,261745,76ers vs Raptors,130.0,120.0,76ers -5.5,-105,2,win,1.9047619047619049
6,v2_perp,2025-11-08,261744,Wizards vs Mavericks,105.0,111.0,Mavericks -4.5,-109,2,win,1.834862385321101
7,v2_perp,2025-11-08,261746,Cavaliers vs Bulls,128.0,122.0,Cavaliers -8.5,-105,2,loss,-2.0
