rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model,home_team,away_team,reason_code
1.0,266367.0,2025-11-11T23:30:00.000Z,Michigan vs Wake Forest,Michigan -15,-110.0,2.0,86.0,Home favorite with home_spread_last -15 and -110; market and totals imply separation consistent with heavy ML.,92-72,1.0,0.0,0.0,0.0,0.0,0.0,-1600.0,950.0,,168.5,-108.0,-110.0,-15.0,-110.0,15.0,-110.0,2025-11-11 14:10:22.997974,2025-11-11 15:30:00-08:00,2025-11-11,perplexity,,,
2.0,264721.0,2025-11-12T00:00:00.000Z,UNC vs Radford,UNC -19.5,-112.0,2.0,85.0,Spread rose from -18.5 to -19.5; home_spread_last -19.5 and -112 signal continued support to cover a large number.,94-66,1.0,0.0,0.0,0.0,0.0,0.0,-2400.0,1500.0,,162.5,-109.0,-110.0,-19.5,-112.0,19.5,-107.0,2025-11-11 14:10:22.997974,2025-11-11 16:00:00-08:00,2025-11-11,perplexity,,,
3.0,264732.0,2025-11-12T01:00:00.000Z,Louisville vs Kentucky,Louisville -6.5,-110.0,2.0,84.0,Home favorite with home_spread_last -6.5 at -110; ML trending to -252 suggests fair lay of two-to-three possessions.,88-80,1.0,0.0,0.0,0.0,0.0,0.0,-252.0,205.0,,173.5,-110.0,-110.0,-6.5,-110.0,6.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,perplexity,,,
4.0,266649.0,2025-11-12T03:00:00.000Z,Gonzaga vs Creighton,Gonzaga -11.5,-112.0,2.0,83.0,Home favorite with home_spread_last -11.5 and -112; Zags’ home edge vs Creighton adjustments favors a double-digit win.,83-68,1.0,0.0,0.0,0.0,0.0,0.0,-774.0,532.0,,165.5,-105.0,-115.0,-11.5,-112.0,11.5,-108.0,2025-11-11 14:10:22.997974,2025-11-11 19:00:00-08:00,2025-11-11,perplexity,,,
5.0,264701.0,2025-11-12T01:30:00.000Z,Illinois vs Texas Tech,Illinois -3.5,-115.0,2.0,82.0,Short home favorite with home_spread_last -3.5 and -115; ML -180 aligns with late-game foul extension.,78-72,1.0,0.0,0.0,0.0,0.0,0.0,-180.0,145.0,,168.5,-105.0,-110.0,-3.5,-115.0,3.5,-105.0,2025-11-11 14:10:22.997974,2025-11-11 17:30:00-08:00,2025-11-11,perplexity,,,
6.0,264714.0,2025-11-12T01:00:00.000Z,Kansas vs Texas A&M-CC,Kansas -27.5,-114.0,1.0,79.0,Home favorite with home_spread_last -27.5 and -114; blowout profile vs significant talent gap.,97-59,1.0,0.0,0.0,0.0,0.0,0.0,-10000.0,3500.0,,147.5,-105.0,-114.0,-27.5,-114.0,27.5,-106.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,perplexity,,,
7.0,266359.0,2025-11-12T01:00:00.000Z,Auburn vs Wofford,Auburn -27.5,-110.0,1.0,78.0,Home favorite with home_spread_last -27.5 and -110; Auburn pace/athleticism supports extended margin.,96-62,1.0,0.0,0.0,0.0,0.0,0.0,-10000.0,1600.0,,154.5,-105.0,-115.0,-27.5,-110.0,27.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,perplexity,,,
9.0,264718.0,2025-11-12T02:00:00.000Z,BYU vs Delaware,BYU -36.5,-105.0,1.0,76.0,Home favorite with home_spread_last -36.5 and -105; depth and shooting vs overmatched opponent.,102-60,1.0,0.0,0.0,0.0,0.0,0.0,-20000.0,2200.0,,164.5,-108.0,-112.0,-36.5,-105.0,36.5,-115.0,2025-11-11 14:10:22.997974,2025-11-11 18:00:00-08:00,2025-11-11,perplexity,,,
10.0,271994.0,2025-11-12T02:00:00.000Z,Arizona vs N. Arizona,Arizona -35.5,-115.0,1.0,75.0,Home favorite with home_spread_last -35.5 and -115; athletic edge drives extended margin.,98-58,1.0,0.0,0.0,0.0,0.0,0.0,-6500.0,2000.0,,162.5,-105.0,-115.0,-35.5,-115.0,35.5,-105.0,2025-11-11 14:10:22.997974,2025-11-11 18:00:00-08:00,2025-11-11,perplexity,,,
11.0,264731.0,2025-11-12T00:00:00.000Z,Florida vs Florida St,Florida -17.5,-111.0,1.0,75.0,Home favorite with home_spread_last -17.5 and -111; pricing holds at key number vs in-state rival.,86-68,1.0,0.0,0.0,0.0,0.0,0.0,-3297.0,1200.0,,180.5,-105.0,-112.0,-17.5,-111.0,17.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 16:00:00-08:00,2025-11-11,perplexity,,,
1.0,264754.0,2025-11-12T23:30:00.000Z,Georgetown vs Binghamton,Binghamton +27.5,-110.0,3.0,91.0,Early non-conference fade of an extreme chalk; majority spread sides underperform Nov–Jan and +25 or more gives multiple cover paths even in mismatches [web:6][web:13][web:15].,85-63,0.0,0.0,1.0,0.0,0.0,0.0,,4000.0,,141.0,-110.0,-112.0,-27.5,-110.0,27.5,-110.0,2025-11-12 12:46:41.533925,2025-11-12 15:30:00-08:00,2025-11-12,perplexity,,,
2.0,264748.0,2025-11-13T00:00:00.000Z,St. Bonaventure vs Siena,St. Bonaventure -8.5,-110.0,2.0,86.0,Manageable home chalk below double digits aligns with non-conference HCA range while avoiding inflated big-favorite tax often penalized early season [web:13][web:6][web:15].,76-63,1.0,0.0,0.0,0.0,0.0,0.0,-425.0,330.0,,139.5,-110.0,-110.0,-8.5,-110.0,8.5,-110.0,2025-11-12 12:46:41.533925,2025-11-12 16:00:00-08:00,2025-11-12,perplexity,,,
3.0,264757.0,2025-11-13T01:00:00.000Z,Missouri vs Minnesota,Missouri -6.5,-115.0,2.0,84.0,"Sub-7 home favorite reduces endgame variance; early-season splits show fading majority spreads profitable, but short home favs within HCA band remain viable [web:6][web:13][web:15].",82-74,1.0,0.0,0.0,0.0,0.0,0.0,-310.0,260.0,,157.5,-110.0,-110.0,-6.5,-115.0,6.5,-105.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
4.0,266373.0,2025-11-13T00:00:00.000Z,Marshall vs Elon,Marshall -9.5,-105.0,2.0,82.0,Single-digit home chalk with tempo edge; below 10 avoids premium while leveraging non-conference home-court value around 3 points [web:13][web:6][web:15].,84-72,1.0,0.0,0.0,0.0,0.0,0.0,-485.0,365.0,,155.5,-110.0,-110.0,-9.5,-105.0,9.5,-115.0,2025-11-12 12:46:41.533925,2025-11-12 16:00:00-08:00,2025-11-12,perplexity,,,
5.0,264745.0,2025-11-13T01:00:00.000Z,South Dakota vs Southern Indiana,South Dakota -7.5,-112.0,2.0,81.0,Short home favorite under 8 in non-conference is preferable to double-digit chalk; pricing fits HCA with reduced tax exposure [web:13][web:6][web:15].,79-70,1.0,0.0,0.0,0.0,0.0,0.0,-340.0,270.0,,164.5,-110.0,-111.0,-7.5,-112.0,7.5,-108.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
6.0,266380.0,2025-11-13T01:00:00.000Z,Texas St vs UTSA,Texas St -3.5,-105.0,2.0,80.0,Very short home line leans into HCA without paying big-chalk premiums; coin-flip market but home edge meaningful at this range [web:13][web:6][web:15].,73-68,1.0,0.0,0.0,0.0,0.0,0.0,-155.0,130.0,,147.5,-110.0,-110.0,-3.5,-105.0,3.5,-115.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
7.0,264739.0,2025-11-13T01:00:00.000Z,Evansville vs Middle Tenn,Evansville -2.5,-110.0,1.0,79.0,Home side under a single possession maximizes HCA leverage; avoids early-season fav inflation seen with larger numbers [web:13][web:6][web:15].,72-68,1.0,0.0,0.0,0.0,0.0,0.0,-137.0,117.0,,140.5,-108.0,-112.0,-2.5,-110.0,2.5,-110.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
8.0,266379.0,2025-11-13T01:00:00.000Z,Valparaiso vs Nicholls St,Valparaiso -2.5,-109.0,1.0,78.0,Sub-three home favorite in a likely close game; aligns with modest HCA and reduced downside compared to laying doubles [web:13][web:6][web:15].,74-70,1.0,0.0,0.0,0.0,0.0,0.0,-142.0,120.0,,144.5,-114.0,-107.0,-2.5,-109.0,2.5,-111.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
9.0,267558.0,2025-11-13T02:00:00.000Z,Fresno State vs UCSD,UCSD +1.5,-110.0,1.0,77.0,True toss-up range; taking the small road dog captures variance where majority spreads struggle early season [web:6][web:15][web:13].,71-72,0.0,0.0,1.0,0.0,0.0,0.0,-115.0,-105.0,,149.5,-110.0,-110.0,1.5,-110.0,-1.5,-110.0,2025-11-12 12:46:41.533925,2025-11-12 18:00:00-08:00,2025-11-12,perplexity,,,
10.0,264741.0,2025-11-13T02:00:00.000Z,San Diego vs Idaho,Idaho -1.5,-105.0,1.0,76.0,Market flipped to Idaho as the favorite via away_spread_last; follow the “last” number and back current road chalk at short spread [web:6][web:15][web:13].,74-76,0.0,0.0,1.0,0.0,0.0,0.0,-102.0,-119.0,,157.5,-110.0,-110.0,1.5,-115.0,-1.5,-105.0,2025-11-12 12:46:41.533925,2025-11-12 18:00:00-08:00,2025-11-12,perplexity,,,
11.0,266378.0,2025-11-13T00:00:00.000Z,Boston U vs Brown,Boston U -2.5,-117.0,1.0,75.0,Small home favorite under a possession and a half; HCA at this band is supportive relative to early-season big-chalk fades [web:13][web:6][web:15].,70-65,1.0,0.0,0.0,0.0,0.0,0.0,-162.0,136.0,,129.5,-115.0,-105.0,-2.5,-117.0,2.5,-104.0,2025-11-12 12:46:41.533925,2025-11-12 16:00:00-08:00,2025-11-12,perplexity,,,
12.0,264502.0,2025-11-13T01:00:00.000Z,Oral Roberts vs Tulsa,Tulsa -6.5,-105.0,1.0,71.0,Dataset shows away favorite at -6.5; take current “last” line and side with the stronger rated side despite road setting given spread remains sub-7 [web:6][web:15][web:13].,73-79,0.0,0.0,1.0,0.0,0.0,0.0,240.0,-299.0,,159.5,-111.0,-110.0,6.5,-115.0,-6.5,-105.0,2025-11-12 12:46:41.533925,2025-11-12 17:00:00-08:00,2025-11-12,perplexity,,,
1.0,264769.0,2025-11-13T23:00:00.000Z,West Virginia vs Pittsburgh,West Virginia -6.5,-110.0,3.0,91.0,"Short home favorite within typical non-con HCA band (~3.3) avoiding big-chalk tax; early-season majority spread sides underperform, but sub-7 home favs retain edge [web:13][web:6][web:15].",71-62,1.0,0.0,0.0,0.0,0.0,0.0,-270.0,210.0,,134.5,-105.0,-115.0,-6.5,-110.0,6.5,-110.0,2025-11-13 15:00:26.036721,2025-11-13 15:00:00-08:00,2025-11-13,perplexity,,,
2.0,266382.0,2025-11-13T23:30:00.000Z,Michigan St vs San Jose St,Michigan St -24.5,-110.0,2.0,86.0,Large home chalk still below 25 in a heavy class gap; early-season majority spreads lag overall but elite HCA spots can clear mid-20s vs low-majors [web:6][web:13][web:15].,86-56,1.0,0.0,0.0,0.0,0.0,0.0,-6500.0,2000.0,,142.5,-116.0,-110.0,-24.5,-110.0,24.5,-110.0,2025-11-13 15:00:26.036721,2025-11-13 15:30:00-08:00,2025-11-13,perplexity,,,
3.0,264764.0,2025-11-14T00:00:00.000Z,Seton Hall vs Monmouth,Seton Hall -14.5,-110.0,2.0,85.0,Manageable home chalk under 15 against a weaker foe; aligns with non-conference HCA without paying ultra-high spread premiums [web:13][web:6][web:15].,78-61,1.0,0.0,0.0,0.0,0.0,0.0,-1350.0,800.0,,136.5,-110.0,-112.0,-14.5,-110.0,14.5,-110.0,2025-11-13 15:00:26.036721,2025-11-13 16:00:00-08:00,2025-11-13,perplexity,,,
4.0,264767.0,2025-11-14T00:00:00.000Z,Alabama vs Purdue,Alabama -3.5,-105.0,2.0,84.0,Market “last” shows home -3.5; short number leverages HCA while avoiding inflated double digits in a high-level matchup [web:13][web:6][web:15].,81-76,1.0,0.0,0.0,0.0,0.0,0.0,-162.0,136.0,,172.5,-110.0,-110.0,-3.5,-105.0,3.5,-115.0,2025-11-13 15:00:26.036721,2025-11-13 16:00:00-08:00,2025-11-13,perplexity,,,
5.0,264768.0,2025-11-14T00:30:00.000Z,Wichita State vs Loyola (IL),Wichita State -5.5,-110.0,2.0,82.0,Sub-6 home favorite where HCA is meaningful; avoids early-season volatility of double-digit chalk [web:13][web:6][web:15].,77-69,1.0,0.0,0.0,0.0,0.0,0.0,-225.0,185.0,,153.5,-105.0,-115.0,-5.5,-110.0,5.5,-111.0,2025-11-13 15:00:26.036721,2025-11-13 16:30:00-08:00,2025-11-13,perplexity,,,
6.0,280381.0,2025-11-14T00:00:00.000Z,Howard vs Alcorn State,Howard -6.5,-112.0,2.0,81.0,Home favorite moved from -7.5 to -6.5 on “last”; catching a better number under 7 improves cover probability [web:6][web:15][web:13].,78-68,1.0,0.0,0.0,0.0,0.0,0.0,-325.0,260.0,,154.5,-110.0,-110.0,-6.5,-112.0,6.5,-108.0,2025-11-13 15:00:26.036721,2025-11-13 16:00:00-08:00,2025-11-13,perplexity,,,
7.0,264766.0,2025-11-14T02:00:00.000Z,K State vs California,K State -6.5,-112.0,1.0,79.0,Short home fav mirrors HCA without overpaying; number held 6.5 on “last” with supportive home profile [web:13][web:6][web:15].,80-71,1.0,0.0,0.0,0.0,0.0,0.0,-287.0,232.0,,163.5,-115.0,-108.0,-6.5,-112.0,6.5,-108.0,2025-11-13 15:00:26.036721,2025-11-13 18:00:00-08:00,2025-11-13,perplexity,,,
8.0,266387.0,2025-11-15T01:00:00.000Z,Texas A&M vs UCF,Texas A&M -9.5,-115.0,1.0,78.0,High-major host below double digits benefits from HCA; keeps endgame foul variance manageable under 10 [web:13][web:6][web:15].,83-72,1.0,0.0,0.0,0.0,0.0,0.0,-590.0,435.0,,170.0,-110.0,-110.0,-9.5,-115.0,9.5,-105.0,2025-11-13 15:00:26.036721,2025-11-14 17:00:00-08:00,2025-11-14,perplexity,,,
9.0,264765.0,2025-11-14T01:00:00.000Z,LSU vs FIU,LSU -21.5,-110.0,1.0,77.0,"Strong home favorite vs low-major with line under 22; early-season majority spreads underperform overall, but talent/HCA gap supports chalk here [web:6][web:13][web:15].",91-66,1.0,0.0,0.0,0.0,0.0,0.0,-3200.0,1400.0,,158.5,-110.0,-110.0,-21.5,-110.0,21.5,-110.0,2025-11-13 15:00:26.036721,2025-11-13 17:00:00-08:00,2025-11-13,perplexity,,,
10.0,264763.0,2025-11-14T00:00:00.000Z,UMASS vs Dolphins,UMASS -15.5,-100.0,1.0,76.0,Home favorite at -15.5 even money; fair price point for a clear step-up host in non-conference [web:6][web:13][web:15].,84-65,1.0,0.0,0.0,0.0,0.0,0.0,-1600.0,900.0,,154.0,-113.0,-109.0,-15.5,-100.0,15.5,-120.0,2025-11-13 15:00:26.036721,2025-11-13 16:00:00-08:00,2025-11-13,perplexity,,,
11.0,264510.0,2025-11-15T01:15:00.000Z,Brown vs Hampton,Brown -2.5,-110.0,1.0,75.0,Very short home favorite under one possession; maximizes HCA without big-chalk exposure [web:13][web:6][web:15].,72-68,1.0,0.0,0.0,0.0,0.0,0.0,-140.0,120.0,,142.5,-110.0,-110.0,-2.5,-110.0,2.5,-110.0,2025-11-13 15:00:26.036721,2025-11-14 17:15:00-08:00,2025-11-14,perplexity,,,
12.0,264512.0,2025-11-15T02:00:00.000Z,UC Davis vs Sac State,UC Davis -4.5,-110.0,1.0,75.0,Sub-5 home fav in local matchup leverages HCA; avoids double-digit volatility common early season [web:13][web:6][web:15].,74-68,1.0,0.0,0.0,0.0,0.0,0.0,-190.0,160.0,,147.5,-110.0,-110.0,-4.5,-110.0,4.5,-110.0,2025-11-13 15:00:26.036721,2025-11-14 18:00:00-08:00,2025-11-14,perplexity,,,
1.0,264701.0,2025-11-12T01:30:00.000Z,Illinois vs Texas Tech,Over 168.5,-105.0,3.0,92.0,Strong over movement with 69% tickets and 69% money on the over. Line moved up from 167.5 to 168.5 and public still hammering over. Both teams can score and the consensus is overwhelming. Illinois home games tend to be high-scoring.,90-82,0.0,0.0,0.0,0.0,1.0,0.0,-180.0,145.0,,168.5,-105.0,-110.0,-3.5,-115.0,3.5,-105.0,2025-11-11 14:10:22.997974,2025-11-11 17:30:00-08:00,2025-11-11,claude,,,
2.0,264732.0,2025-11-12T01:00:00.000Z,Louisville vs Kentucky,Louisville -6.5,-110.0,3.0,90.0,Louisville strengthening despite spread staying at -6.5. ML moved from -270 to -252 showing some Creighton money but spread still getting 71% tickets and 77% money on Louisville. Home rivalry game with manageable spread. Public and sharp money aligned on Louisville spread.,91-83,1.0,0.0,0.0,0.0,0.0,0.0,-252.0,205.0,,173.5,-110.0,-110.0,-6.5,-110.0,6.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,claude,,,
3.0,264721.0,2025-11-12T00:00:00.000Z,UNC vs Radford,UNC -19.5,-112.0,3.0,88.0,Line moved from -18.5 to -19.5 showing sharp money on UNC. Despite increased spread still getting 62% tickets and massive 80% money on UNC spread. The sharp money is willing to lay more points. Home favorite in complete control.,98-75,1.0,0.0,0.0,0.0,0.0,0.0,-2400.0,1500.0,,162.5,-109.0,-110.0,-19.5,-112.0,19.5,-107.0,2025-11-11 14:10:22.997974,2025-11-11 16:00:00-08:00,2025-11-11,claude,,,
4.0,266367.0,2025-11-11T23:30:00.000Z,Michigan vs Wake Forest,Under 168.5,-110.0,2.0,85.0,Line stayed at 168.5 but under tickets jumped from 37% to 54% and under money from 37% to 52%. Public flipping to under as game approaches. Michigan defense at home should control tempo against Wake Forest.,89-74,0.0,0.0,0.0,0.0,0.0,1.0,-1600.0,950.0,,168.5,-108.0,-110.0,-15.0,-110.0,15.0,-110.0,2025-11-11 14:10:22.997974,2025-11-11 15:30:00-08:00,2025-11-11,claude,,,
5.0,266649.0,2025-11-12T03:00:00.000Z,Gonzaga vs Creighton,Over 165.5,-105.0,2.0,84.0,Massive line movement - over tickets surged from 27% to 57% and over money from 26% to 56%. Complete reversal in public sentiment. Both teams can score and this should be a high-tempo game. The sharp money shifted dramatically to the over.,88-82,0.0,0.0,0.0,0.0,1.0,0.0,-774.0,532.0,,165.5,-105.0,-115.0,-11.5,-112.0,11.5,-108.0,2025-11-11 14:10:22.997974,2025-11-11 19:00:00-08:00,2025-11-11,claude,,,
6.0,264731.0,2025-11-12T00:00:00.000Z,Florida vs Florida St,Florida St +17.5,-110.0,2.0,82.0,Away spread tickets increased to 68% and away spread money to 49%. Florida getting 93% ML tickets but only 60% ML money shows public sharp split. FSU has covered well as big underdogs historically in rivalry games. 17.5 is a lot of points.,89-76,0.0,0.0,1.0,0.0,0.0,0.0,-3297.0,1200.0,,180.5,-105.0,-112.0,-17.5,-111.0,17.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 16:00:00-08:00,2025-11-11,claude,,,
7.0,264718.0,2025-11-12T02:00:00.000Z,BYU vs Delaware,Over 164.5,-108.0,2.0,80.0,Over movement from 36% to 49% tickets and 37% to 50% money. Line moved from 163.5 to 164.5 and public still pushing over. BYU can score in bunches at home and will push tempo against overmatched Delaware.,103-68,0.0,0.0,0.0,0.0,1.0,0.0,-20000.0,2200.0,,164.5,-108.0,-112.0,-36.5,-105.0,36.5,-115.0,2025-11-11 14:10:22.997974,2025-11-11 18:00:00-08:00,2025-11-11,claude,,,
8.0,271994.0,2025-11-12T02:00:00.000Z,Arizona vs N. Arizona,Over 162.5,-105.0,2.0,78.0,Over tickets jumped from 47% to 66% and over money from 45% to 65%. Strong late movement to over. Arizona will score at will at home and should push tempo. In-state rivalry often produces more scoring than expected.,98-71,0.0,0.0,0.0,0.0,1.0,0.0,-6500.0,2000.0,,162.5,-105.0,-115.0,-35.5,-115.0,35.5,-105.0,2025-11-11 14:10:22.997974,2025-11-11 18:00:00-08:00,2025-11-11,claude,,,
9.0,264714.0,2025-11-12T01:00:00.000Z,Kansas vs Texas A&M-CC,Over 147.5,-105.0,1.0,76.0,Over tickets increased to 72% and over money to 72%. Line stayed at 147.5 despite overwhelming over action suggesting books respect the over. Kansas at home should dominate and score frequently. Low total makes over attractive.,89-63,0.0,0.0,0.0,0.0,1.0,0.0,-10000.0,3500.0,,147.5,-105.0,-114.0,-27.5,-114.0,27.5,-106.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,claude,,,
10.0,264709.0,2025-11-12T01:30:00.000Z,Wisconsin vs Ball State,Ball State +27.5,-110.0,1.0,74.0,Huge movement - away spread tickets from 72% to 93% and away money from 35% to 71%. Sharp money pounding Ball State despite 27.5 points. Wisconsin offense has been inconsistent and this is a bigger spread than it should be.,84-64,0.0,0.0,1.0,0.0,0.0,0.0,-10000.0,2500.0,,157.5,-110.0,-110.0,-27.5,-110.0,27.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 17:30:00-08:00,2025-11-11,claude,,,
11.0,266359.0,2025-11-12T01:00:00.000Z,Auburn vs Wofford,Under 154.5,-115.0,1.0,72.0,Under tickets surged from 29% to 58% and under money from 29% to 58%. Complete flip in sentiment. Auburn defense is elite and they will control tempo. Wofford won't score enough to push this over even with Auburn scoring.,88-59,0.0,0.0,0.0,0.0,0.0,1.0,-10000.0,1600.0,,154.5,-105.0,-115.0,-27.5,-110.0,27.5,-110.0,2025-11-11 14:10:22.997974,2025-11-11 17:00:00-08:00,2025-11-11,claude,,,
1.0,264501.0,2025-11-13T00:00:00.000Z,Longwood vs JMU,Longwood +1.5,-123.0,3.0,90.0,Home underdog getting points in pick'em game. Public heavily on JMU (67% tickets 81% money) but line staying at 1.5 shows sharp respect for Longwood at home. Historical success with small home dogs. True pick'em that should be played at home.,75-74,1.0,0.0,0.0,0.0,0.0,0.0,-108.0,-112.0,,151.5,-111.0,-110.0,1.5,-123.0,-1.5,105.0,2025-11-12 12:46:40.568817,2025-11-12 16:00:00-08:00,2025-11-12,claude,,,
2.0,266380.0,2025-11-13T01:00:00.000Z,Texas St vs UTSA,Texas St -3.5,-105.0,3.0,88.0,Small home favorite with massive support (83% tickets 84% money). Line moved from -2.5 to -3.5 and public still pounding Texas St. Sharp money clearly on home team. Manageable spread similar to Louisville winner.,78-72,1.0,0.0,0.0,0.0,0.0,0.0,-155.0,130.0,,147.5,-110.0,-110.0,-3.5,-105.0,3.5,-115.0,2025-11-12 12:46:40.568817,2025-11-12 17:00:00-08:00,2025-11-12,claude,,,
